onset	duration	conditions
7747	2000	local congruent
11695	2000	global incongruent
16693	2000	global congruent
21491	2000	global congruent
25289	2000	local congruent
29237	2000	global congruent
35151	2000	local incongruent
42081	2000	global congruent
46963	2000	local incongruent
53876	2000	local incongruent
58657	2000	local incongruent
64588	2000	global incongruent
71502	2000	global incongruent
77283	2000	global incongruent
81214	2000	local incongruent
87062	2000	global congruent
93859	2000	local incongruent
98673	2000	local congruent
104787	2000	local congruent
108585	2000	global congruent
112367	2000	local congruent
116165	2000	global incongruent
119980	2000	local incongruent
126777	2000	global congruent
130576	2000	local incongruent
135707	2000	global incongruent
142504	2000	global congruent
149284	2000	global incongruent
155065	2000	local congruent
159863	2000	global incongruent
166726	2000	global incongruent
172524	2000	global congruent
177355	2000	local congruent
183119	2000	global congruent
186934	2000	global congruent
193848	2000	local congruent
200661	2000	local incongruent
205426	2000	local incongruent
210207	2000	global incongruent
215988	2000	local incongruent
221752	2000	local incongruent
225617	2000	global incongruent
230448	2000	local congruent
235213	2000	global congruent
241044	2000	global incongruent
247857	2000	local congruent
253638	2000	local congruent
260352	2000	local congruent
