onset	duration	conditions
9746	2000	global congruent
14627	2000	global incongruent
18559	2000	global incongruent
25456	2000	local congruent
32386	2000	local incongruent
37167	2000	global incongruent
44064	2000	global incongruent
50861	2000	global incongruent
56658	2000	local incongruent
63339	2000	global congruent
67420	2000	global congruent
72302	2000	local incongruent
76083	2000	local incongruent
80881	2000	local incongruent
84629	2000	global incongruent
89610	2000	global congruent
94408	2000	global incongruent
98173	2000	local incongruent
102088	2000	local congruent
107969	2000	local congruent
113750	2000	local incongruent
120447	2000	global congruent
126261	2000	global incongruent
133041	2000	local incongruent
136873	2000	global incongruent
141637	2000	local congruent
147435	2000	local congruent
153232	2000	global congruent
158014	2000	local congruent
162778	2000	local congruent
167559	2000	global congruent
174323	2000	global incongruent
178021	2000	global congruent
181803	2000	local congruent
187601	2000	global incongruent
193398	2000	local congruent
200295	2000	global congruent
206042	2000	local incongruent
211840	2000	global incongruent
215521	2000	local incongruent
219303	2000	local congruent
226083	2000	local congruent
230881	2000	local incongruent
237645	2000	local incongruent
243426	2000	global congruent
247207	2000	global congruent
254021	2000	local congruent
258869	2000	global congruent
