onset	duration	conditions
7580	2000	global incongruent
12362	2000	global incongruent
18143	2000	local incongruent
21957	2000	local incongruent
28738	2000	global incongruent
34502	2000	local congruent
39300	2000	global incongruent
44097	2000	local incongruent
47879	2000	global congruent
54693	2000	global congruent
58474	2000	local congruent
62239	2000	global incongruent
68020	2000	global incongruent
74800	2000	local incongruent
81597	2000	global congruent
85379	2000	local congruent
91160	2000	global incongruent
95941	2000	local incongruent
100706	2000	global incongruent
106570	2000	local congruent
112351	2000	global congruent
119114	2000	global congruent
124895	2000	global congruent
131692	2000	local incongruent
138489	2000	local congruent
142271	2000	global congruent
149034	2000	global incongruent
153832	2000	global congruent
157631	2000	local incongruent
161396	2000	global incongruent
168309	2000	local congruent
172091	2000	local congruent
176872	2000	local congruent
181653	2000	global congruent
186451	2000	global congruent
193165	2000	local incongruent
197946	2000	local incongruent
202744	2000	local congruent
206609	2000	local incongruent
212290	2000	global incongruent
216105	2000	global congruent
222902	2000	global incongruent
227684	2000	local congruent
233397	2000	local incongruent
239078	2000	local incongruent
245875	2000	local congruent
251672	2000	global congruent
257453	2000	local congruent
