onset	duration	conditions
8579	2000	global congruent
14377	2000	local incongruent
18225	2000	global congruent
25022	2000	global incongruent
28920	2000	global congruent
34751	2000	local incongruent
39532	2000	local incongruent
44330	2000	global congruent
51127	2000	local congruent
55959	2000	local incongruent
61772	2000	global incongruent
66487	2000	global incongruent
73301	2000	global incongruent
78098	2000	global congruent
83896	2000	global incongruent
90710	2000	local congruent
95491	2000	global incongruent
99272	2000	global incongruent
103054	2000	local incongruent
108835	2000	local congruent
114632	2000	global congruent
120446	2000	local congruent
127260	2000	local incongruent
132058	2000	global incongruent
137855	2000	global incongruent
141670	2000	local congruent
148484	2000	global congruent
155281	2000	global incongruent
159063	2000	global incongruent
162894	2000	global congruent
169641	2000	global congruent
176438	2000	local incongruent
182236	2000	global congruent
186067	2000	local congruent
189866	2000	local incongruent
193681	2000	global incongruent
200494	2000	global congruent
205292	2000	local congruent
209157	2000	local incongruent
215971	2000	local congruent
220735	2000	local incongruent
225417	2000	local congruent
232214	2000	local incongruent
237011	2000	local congruent
240793	2000	local congruent
246640	2000	local incongruent
252372	2000	global congruent
258069	2000	local congruent
