trans_x	trans_y	trans_z	rot_x	rot_y	rot_z	dvars_std	dvars_nstd	dvars_vstd	framewise_displacement	aqi	aor
0.0	-0.0	0.0	-0.0	0.0	-0.0	n/a	n/a	n/a	n/a	0.0193598	0.00327
0.0058	0.0372	-0.0289	-0.0013177235852557187	1.0471975511965975e-05	-0.0004258603374866164	1.14374447	51.27180099	1.05568974	0.15960279491271503	0.0157519	0.00103
0.046	0.0046	0.0106	-0.0007347836150896127	-0.000640535835481919	0.0004572762640225143	1.09031475	48.87665176	1.03612806	0.2181542191334561	0.0150073	0.00065
0.0628	0.0271	-0.0195	-0.0009512044423369096	-0.0007504915783575615	0.0006998770300497262	1.06030166	47.53122711	0.99701199	0.09784886680750755	0.0141181	0.0007
0.029	-0.035	0.0568	3.839724354387525e-05	-0.000312413936106985	0.0006335545184739417	1.20988035	54.23654556	1.06552272	0.24690009198535728	0.016167	0.00092
0.0126	-0.0083	0.0294	0.0007749261878854823	-2.6179938779914945e-05	0.0003316125578789226	1.05546284	47.31431198	1.01611214	0.1367352451131848	0.0157343	0.00072
0.0103	-0.0481	0.0382	0.00014311699866353502	0.00038397243543875244	0.0003892084231947355	1.00315678	44.96953201	0.98717251	0.10587787143782137	0.011834	0.00048
0.0023	-0.0052	0.0237	-0.0002652900463031381	0.00030368728984701333	0.0003385938748868999	0.89978391	40.33553314	0.94112985	0.09236533694331235	0.0099895	0.00034
0.002	-0.0145	0.028	3.4906585039886588e-06	0.00028099800957108706	0.0003769911184307752	0.8657093	38.8080368	0.90857012	0.030393361431346418	0.0103037	0.00032
0.0014	-0.0176	0.0243	-0.0005305800926062762	0.00034208453339088857	0.00037350045992678646	0.83246428	37.31772614	0.90407148	0.03733239667170275	0.00917697	0.00025
0.0052	-0.0052	0.0345	-0.0007120943348136865	0.0003193952531149623	0.00035430183815484887	0.89206159	39.98935699	0.92234746	0.0375701072127637	0.00920218	0.00026
0.0056	-0.0224	0.0369	-0.0007243116395776468	0.0003612831551628262	0.0002617993877991494	0.93704152	42.00571823	0.93460047	0.027330382858376183	0.00921655	0.0003
0.0169	-0.0247	0.0463	-0.0013020156219877698	0.0001675516081914556	0.0006370451769779302	0.95399064	42.76551437	0.94579271	0.08033406592801372	0.00811619	0.00025
0.0267	0.0106	0.0352	-0.0022462387473167022	-0.0001012290966156711	0.0008499753457212384	1.0257194	45.98097229	0.98518759	0.12749669994396837	0.00644302	0.00016
0.0137	-0.0096	0.0209	-0.0019826940302655584	9.599310885968811e-05	0.0005078908123303499	0.90458107	40.55057907	0.93065785	0.08764257279586957	0.00628668	0.00014
0.0135	-0.0076	0.0309	-0.002139773662945048	0.00012042771838760874	0.0005899212871740833	0.85801142	38.46295547	0.91295963	0.025377235852557183	0.00747794	0.00016
0.009	0.002	0.0358	-0.0024853488548399255	0.0002024581932313422	0.0006126105674500097	0.85249811	38.21580505	0.91134667	0.04151474735072687	0.0075053	0.00024
0.006	-0.0094	0.065	-0.0027331856086231197	0.00017278759594743863	0.0006056292504420323	0.83850354	37.5884552	0.90902945	0.05782443340375376	0.0073117	0.0002
0.0035	-0.0173	0.0552	-0.0026878070480712674	0.000296705972839036	0.0006859143960337716	0.88639677	39.7354126	0.91909707	0.032679104151759446	0.00689608	0.00022
0.0028	0.0003	0.046	-0.002802998778702893	0.0001832595714594046	0.0007278022980816354	0.88199967	39.53829956	0.91829555	0.04102630170295605	0.00642878	0.00018
0.0017	0.0028	0.026	-0.0023439771854283846	0.00010297442586766544	0.0009459684545809266	0.88453221	39.65182877	0.92443334	0.06147364476827694	0.005665	0.00015
