onset	duration	conditions
9595	2000	global incongruent
14343	2000	local congruent
19041	2000	global incongruent
23773	2000	local congruent
27488	2000	global congruent
33185	2000	local incongruent
39915	2000	local congruent
45630	2000	global congruent
51427	2000	local congruent
56142	2000	local incongruent
60956	2000	global incongruent
67653	2000	local congruent
73484	2000	local congruent
78115	2000	local incongruent
84929	2000	local incongruent
89660	2000	global congruent
96457	2000	global congruent
101188	2000	global incongruent
105003	2000	global incongruent
109718	2000	global congruent
115449	2000	local incongruent
119080	2000	local incongruent
125811	2000	global congruent
132474	2000	global incongruent
136206	2000	global incongruent
142836	2000	global incongruent
146552	2000	local incongruent
152266	2000	global incongruent
155981	2000	global congruent
161695	2000	global congruent
168425	2000	local congruent
172173	2000	local congruent
177921	2000	local congruent
181653	2000	local incongruent
185384	2000	global congruent
192131	2000	local incongruent
196846	2000	local incongruent
203593	2000	local incongruent
207325	2000	local congruent
211073	2000	global incongruent
216820	2000	local incongruent
221585	2000	local congruent
228332	2000	global congruent
234046	2000	global incongruent
237778	2000	local congruent
243508	2000	global congruent
248240	2000	global congruent
254970	2000	global incongruent
