onset	duration	conditions
8747	2000	global congruent
13628	2000	local incongruent
19558	2000	local incongruent
26455	2000	global congruent
33369	2000	local incongruent
38150	2000	global congruent
43931	2000	local incongruent
48746	2000	global incongruent
52694	2000	local congruent
56692	2000	global congruent
60740	2000	global incongruent
64522	2000	local congruent
71452	2000	local congruent
77433	2000	global incongruent
83197	2000	global congruent
88261	2000	local congruent
92143	2000	local incongruent
95891	2000	global congruent
100723	2000	local incongruent
106437	2000	global incongruent
111201	2000	global incongruent
118181	2000	global incongruent
121963	2000	local incongruent
128743	2000	global congruent
134507	2000	local incongruent
139322	2000	global incongruent
143104	2000	local congruent
149884	2000	global congruent
155665	2000	global congruent
162428	2000	global incongruent
169192	2000	local congruent
174973	2000	global congruent
181753	2000	local congruent
188550	2000	global incongruent
192348	2000	local incongruent
199229	2000	local incongruent
204027	2000	local congruent
207808	2000	global congruent
213739	2000	local congruent
217554	2000	global incongruent
222235	2000	local congruent
227999	2000	local congruent
234796	2000	local incongruent
240477	2000	local congruent
246258	2000	global incongruent
251039	2000	global congruent
254821	2000	global incongruent
259735	2000	local incongruent
