onset	duration	conditions
7746	2000	local congruent
12661	2000	local congruent
18625	2000	global incongruent
23573	2000	global incongruent
30520	2000	local congruent
34318	2000	local congruent
38266	2000	global congruent
45163	2000	global incongruent
48861	2000	global congruent
54709	2000	local incongruent
61622	2000	global congruent
65554	2000	local incongruent
72285	2000	global congruent
76099	2000	local incongruent
82880	2000	local congruent
87661	2000	global incongruent
92509	2000	global congruent
98523	2000	local incongruent
103354	2000	local congruent
108285	2000	local incongruent
115065	2000	global incongruent
119014	2000	global incongruent
124811	2000	local congruent
130592	2000	local congruent
135306	2000	global congruent
139088	2000	local incongruent
142886	2000	local congruent
148867	2000	global congruent
154631	2000	local congruent
161411	2000	global congruent
166193	2000	global congruent
172990	2000	local congruent
177788	2000	global incongruent
181570	2000	global congruent
187366	2000	local incongruent
191065	2000	global incongruent
196862	2000	global congruent
203792	2000	local incongruent
208590	2000	local incongruent
215437	2000	local incongruent
222234	2000	global incongruent
228015	2000	global incongruent
232863	2000	local incongruent
238694	2000	global incongruent
245457	2000	local incongruent
250238	2000	local congruent
254020	2000	global incongruent
259818	2000	global congruent
