onset	duration	conditions
7580	2000	local congruent
14327	2000	local incongruent
21057	2000	global incongruent
26771	2000	global congruent
33518	2000	global congruent
40232	2000	local incongruent
45963	2000	global incongruent
51710	2000	local incongruent
55458	2000	global congruent
60223	2000	local congruent
64971	2000	local incongruent
70685	2000	global incongruent
76416	2000	local incongruent
80131	2000	global incongruent
84862	2000	global congruent
88594	2000	global congruent
92359	2000	global congruent
99089	2000	local congruent
102821	2000	local congruent
109551	2000	local congruent
114282	2000	global incongruent
120013	2000	global congruent
124761	2000	global congruent
130475	2000	global congruent
136156	2000	local congruent
139788	2000	local congruent
145518	2000	local congruent
150233	2000	local incongruent
156980	2000	local incongruent
162644	2000	local congruent
167259	2000	local congruent
170991	2000	global incongruent
177721	2000	global congruent
182486	2000	global congruent
188216	2000	local incongruent
194947	2000	global incongruent
198695	2000	global incongruent
205525	2000	global congruent
212239	2000	local congruent
215971	2000	local incongruent
220735	2000	local congruent
225450	2000	global incongruent
231164	2000	global incongruent
237928	2000	global incongruent
242675	2000	global incongruent
247390	2000	local incongruent
251122	2000	local incongruent
254870	2000	local incongruent
