onset	duration	conditions
9696	2000	local congruent
13578	2000	local congruent
17493	2000	local incongruent
22390	2000	global incongruent
27088	2000	local congruent
30853	2000	local incongruent
36617	2000	local congruent
41482	2000	global incongruent
46380	2000	local incongruent
53277	2000	global congruent
57974	2000	local incongruent
62889	2000	global congruent
67703	2000	local incongruent
71502	2000	local incongruent
77449	2000	global congruent
84296	2000	global incongruent
88045	2000	global incongruent
91860	2000	global congruent
98623	2000	local congruent
102438	2000	global incongruent
109219	2000	global incongruent
115999	2000	local congruent
119797	2000	global incongruent
123545	2000	global congruent
129310	2000	local congruent
134074	2000	global congruent
139855	2000	global congruent
146752	2000	local incongruent
150500	2000	global congruent
156214	2000	local incongruent
162895	2000	local congruent
169725	2000	global congruent
174540	2000	local congruent
180337	2000	global incongruent
184135	2000	local congruent
189933	2000	local incongruent
193715	2000	local congruent
199512	2000	local incongruent
205309	2000	global incongruent
212006	2000	local incongruent
217837	2000	global congruent
224634	2000	global incongruent
229399	2000	global congruent
234197	2000	global incongruent
239977	2000	global incongruent
246808	2000	local incongruent
251606	2000	local congruent
258319	2000	global congruent
