onset	duration	conditions
7581	2000	local incongruent
13345	2000	local congruent
17093	2000	global congruent
21841	2000	global incongruent
28571	2000	local incongruent
33319	2000	global incongruent
38050	2000	local congruent
44797	2000	global incongruent
51528	2000	local congruent
57175	2000	global incongruent
60940	2000	global incongruent
65688	2000	local incongruent
71435	2000	local incongruent
78199	2000	local congruent
81931	2000	global incongruent
88594	2000	local incongruent
95342	2000	global incongruent
99073	2000	local congruent
103805	2000	global congruent
108552	2000	local congruent
112284	2000	local congruent
118031	2000	local congruent
123762	2000	global congruent
127511	2000	local incongruent
133291	2000	local incongruent
139039	2000	global congruent
145803	2000	local incongruent
150534	2000	local incongruent
157297	2000	global congruent
164028	2000	global congruent
169775	2000	global incongruent
174473	2000	global incongruent
181204	2000	global incongruent
184952	2000	global congruent
190616	2000	local congruent
196364	2000	local incongruent
200112	2000	global congruent
206859	2000	local congruent
210591	2000	local incongruent
217354	2000	global congruent
221153	2000	local congruent
225900	2000	global congruent
230632	2000	local incongruent
236363	2000	global congruent
242093	2000	global incongruent
245842	2000	global incongruent
250606	2000	local congruent
255354	2000	global congruent
