bids_name	cjv	cnr	efc	fber	fwhm_avg	fwhm_x	fwhm_y	fwhm_z	icvs_csf	icvs_gm	icvs_wm	inu_med	inu_range	qi_1	qi_2	rpve_csf	rpve_gm	rpve_wm	size_x	size_y	size_z	snr_csf	snr_gm	snr_total	snr_wm	snrd_csf	snrd_gm	snrd_total	snrd_wm	spacing_x	spacing_y	spacing_z	summary_bg_k	summary_bg_mad	summary_bg_mean	summary_bg_median	summary_bg_n	summary_bg_p05	summary_bg_p95	summary_bg_stdv	summary_csf_k	summary_csf_mad	summary_csf_mean	summary_csf_median	summary_csf_n	summary_csf_p05	summary_csf_p95	summary_csf_stdv	summary_gm_k	summary_gm_mad	summary_gm_mean	summary_gm_median	summary_gm_n	summary_gm_p05	summary_gm_p95	summary_gm_stdv	summary_wm_k	summary_wm_mad	summary_wm_mean	summary_wm_median	summary_wm_n	summary_wm_p05	summary_wm_p95	summary_wm_stdv	tpm_overlap_csf	tpm_overlap_gm	tpm_overlap_wm	wm2max
sub-004_acq-t1mpragesagisomww64CH_T1w	0.518301550387597	2.0685357236380963	0.5519	-1.0	6.896543333333334	4.17043	8.48408	8.03512	0.2716246294745606	0.38602070970748037	0.34235466081795896	0.4618103504180908	0.16285551190376285	0.0	0.0013778374489063839	7.923128587643055	7.862878825647573	7.932155756951986	192	448	512	2.030594316903791	7.3409226965155785	7.566834723234609	13.328987156284455	9.582856057121745	17.68382715695662	17.107538562456174	24.055932473290156	1.0	0.5	0.5	314.3288	0.0	5.0411	0.0	12586598.0	0.0	16.0	26.5258	-0.167	167.0878	397.7875	388.0	1495656.2059302675	102.0	724.0	191.077	-0.6393	78.2001	716.4125	716.0	2125559.3471345063	554.0	880.0	97.5354	-0.2244	55.5217	956.058	974.0	1885119.4535342695	811.0	1048.0	73.0738	0.18167583793819284	0.5062003721733331	0.535883036080193	0.6343027874123754
sub-005_acq-t1mpragesagisomww64CH_T1w	0.47132218045112784	2.3142737649342227	0.5572	-1.0	6.831616666666666	4.26103	8.16096	8.07286	0.2596714239244878	0.3948587970725168	0.34546977900299536	0.4098403602838516	0.1526477396488189	0.0	0.001468677877762824	7.312594559101143	7.274365079611329	7.353332644243823	192	448	512	2.063973965762457	7.811264209568764	8.658719133604956	16.100919225483647	8.720999677198202	14.441008703351295	14.320163442235385	19.79848194615666	1.0	0.5	0.5	242.8389	0.0	5.4932	0.0	11528421.0	0.0	16.0	32.5277	-0.6272	156.7557	429.3722	433.0	1545246.9982623586	74.0	764.0	209.7894	-0.6208	77.6071	717.297	717.0	2349717.0450731795	563.0	866.0	91.7905	-0.1126	47.7646	970.7486	983.0	2055813.9626098329	850.0	1051.0	61.0524	0.20040489917555407	0.5029996382528147	0.51955588334654	0.615921590180938
sub-007_acq-t1mpragesagisomww64CH_T1w	0.5021525096525097	2.252207865481982	0.5536	-1.0	6.864150000000001	4.32317	8.31314	7.95614	0.26027354383719387	0.39172354183777164	0.3480029143250344	0.40610742568969727	0.14669138491153716	0.0	0.001440345062110468	7.441232715595441	7.398857693685749	7.475269064770102	192	448	512	2.0278745256190205	7.682609516782916	8.722228780715463	16.456202299744454	9.458401472198027	16.008233477593375	15.741799633306107	21.758763950126916	1.0	0.5	0.5	287.8825	0.0	5.2161	0.0	12246941.0	0.0	17.0	29.5069	-0.5996	167.2055	427.3811	426.0	1522878.7253213043	82.0	768.0	210.0721	-0.7218	81.8013	722.6715	721.0	2292001.865719415	568.0	876.0	93.8483	-0.2916	48.2562	967.7646	980.0	2036189.4134999427	851.0	1046.0	59.552	0.19621073361836777	0.5003603733299081	0.5204866323596334	0.6356948612783667
sub-008_acq-t1mpragesagisomww64CH_T1w	0.5802937254901961	1.9316187276728356	0.6104	22521.1588	6.756853333333333	4.11812	8.17552	7.97692	0.2627521037729893	0.3857203140816887	0.351527582145322	0.5558057129383087	0.22586983889341355	0.0	0.0006151370138654102	6.327464688923403	6.260427554718941	6.343079588299764	192	448	512	2.312582627920233	6.960905838279751	7.27301220512492	12.545548149174778	47.171058073654386	78.43431201942533	77.40325064076622	106.60438182921894	1.0	0.5	0.5	244.176	5.9304	8.5785	4.0	10763687.0	0.0	26.0	33.2765	-0.7626	148.6158	435.0974	427.0	1802972.8817162649	155.0	742.0	184.642	-0.7857	84.0142	712.7918	710.0	2646765.7393799946	547.0	886.0	101.9982	-0.3743	63.9607	949.826	965.0	2412139.384166011	803.0	1053.0	76.9197	0.21265626691072329	0.5195951984354221	0.5395736719534248	0.6930720438451455
sub-010_acq-t1mpragesagisomww64CH_T1w	0.547116935483871	1.9802324422631365	0.548	-1.0	6.948543333333333	4.29697	8.57212	7.97654	0.26224847847528565	0.39402043948980947	0.3437310820349049	0.4770837724208832	0.1879531815648079	0.0	0.0008094153357115112	7.5140156415929	7.4492498027395	7.523495640847648	192	448	512	2.0828151657318923	7.982739476094279	7.315265930841913	11.880243150699568	8.691673466372391	14.439067753880817	14.190350106351213	19.44030909880043	1.0	0.5	0.5	249.6395	0.0	5.6804	0.0	12724049.0	0.0	16.0	32.4867	-0.457	155.8782	430.0974	431.0	1519597.7606637878	86.0	761.0	206.9314	-0.5481	72.0722	715.3628	716.0	2283149.862243729	565.0	864.0	89.6935	-0.4531	63.6128	943.4365	964.0	1991748.381411513	783.0	1045.0	81.1431	0.18445144623649345	0.5132400827112845	0.5298607455361054	0.5788458374296289
sub-011_acq-t1mpragesagisomww64CH_T1w	0.45448419117647054	2.3053615321416454	0.558	-1.0	6.8180966666666665	4.35133	8.23496	7.868	0.2680793786902342	0.39331852287275587	0.3386020984370099	0.4856528639793396	0.21069949567317964	0.0	0.0015932057098476773	7.069071878694288	7.025256326152251	7.099759015197043	192	448	512	1.974904553126552	7.848742969079108	7.977001391713891	14.107356652936012	8.492073338649568	14.71543100594423	14.528105858768136	20.37681323171061	1.0	0.5	0.5	265.2396	0.0	5.2379	0.0	12438767.0	0.0	17.0	31.4759	0.657	166.0372	409.9197	408.0	1650758.558581617	75.0	742.0	206.5922	-0.3244	72.0523	708.1775	707.0	2421946.518426982	557.0	856.0	90.0781	-0.0386	51.5674	963.0622	979.0	2085017.9326715635	824.0	1050.0	69.3964	0.18575777234516883	0.4944401955914474	0.5188668373199388	0.5833618253195391
sub-013_acq-t1mpragesagisomww64CH_T1w	0.7271837837837838	1.4284895153502033	0.6161	15928.4068	6.652076666666667	4.07797	8.13746	7.7408	0.2770327060756007	0.3706620030345847	0.3523052908898146	0.6531896591186523	0.3131531864404678	0.0	0.0012485874343299665	7.095840824746511	6.989231040376621	7.069386808086913	192	448	512	2.3565307968458056	5.964432491497147	6.182479093222234	10.226473991323747	6.325350721964434	11.155904631524338	10.710088038351058	14.649008761564398	1.0	0.5	0.5	191.6999	0.0	11.4394	0.0	10943556.0	0.0	47.0	41.6364	-0.5406	141.8373	411.2677	402.0	1698706.9315283364	149.0	706.0	170.5897	-0.1974	86.3844	709.7605	709.0	2272822.3058153978	516.0	920.0	118.8713	-0.096	75.0504	918.1182	931.0	2160262.765095026	753.0	1050.0	91.0382	0.18661456805363003	0.5182558253117044	0.5388435488350862	0.5140352286697988
sub-014_acq-t1mpragesagisomww64CH_T1w	0.5178521367521368	2.0456259537691737	0.5735	-1.0	6.459283333333334	4.11183	7.75366	7.51236	0.2518587434297472	0.39953820609923285	0.34860305047101997	0.46710850298404694	0.21141588687896729	0.0	0.0013053454977555786	7.109789320543331	7.053033069221186	7.130078225943545	192	448	512	2.4205225243659707	9.244500818586836	8.219737879886752	12.99419029670745	9.871717009162182	14.678468550846787	14.625501591709765	19.32631921512033	1.0	0.5	0.5	294.6067	0.0	5.8915	0.0	11939696.0	0.0	19.0	32.9834	-0.0174	140.7111	491.6309	497.0	1539860.8316935352	149.0	807.0	205.3275	-0.2853	65.781	738.5875	739.0	2442770.999168902	606.0	870.0	79.9394	0.3211	55.3964	955.6207	973.0	2131354.1706720293	807.0	1052.0	74.8796	0.20806681373297684	0.5082841304383529	0.5290601731845281	0.5813311758797797
sub-016_acq-t1mpragesagisomww64CH_T1w	0.6361819742489271	1.6439357604784002	0.6059	33805.454	6.175116666666667	3.89517	7.3124	7.31778	0.2688682727798005	0.37981506151386957	0.3513166657063299	0.5460235476493835	0.24503262341022491	0.0	0.0008790542701672668	6.931577394252074	6.8415822064604646	6.9268426262825615	192	448	512	2.3260518485936217	6.579744499234466	6.72752538172272	11.276779797340073	9.354565026139426	15.540648349876786	15.152670998562249	20.562799619670532	1.0	0.5	0.5	338.7825	0.0	7.1062	0.0	11300171.0	0.0	26.0	30.3947	-0.3362	146.2334	442.107	434.0	1685105.551284222	159.0	754.0	186.5822	-0.6328	81.6342	721.562	721.0	2380453.6771899243	541.0	916.0	109.5787	-0.0185	66.5962	936.235	954.0	2201842.7742318423	775.0	1049.0	84.5986	0.20826588997583245	0.514541823768277	0.5393628399635921	0.6631891807042651
sub-017_acq-t1mpragesagisomww64CH_T1w	0.5207679012345678	1.9670745463692063	0.5681	-1.0	6.727893333333333	4.28828	8.046	7.8494	0.26512585224952734	0.3873292096981466	0.347544938052326	0.41875794529914856	0.15830991864204402	0.0	0.0020773444343464833	7.664295109287674	7.600322165999027	7.667655646318845	192	448	512	1.9638449033356447	7.517413125669749	7.884763499786106	14.173032470352926	8.0805279743302	14.824427261177211	14.21686876686667	19.7456510650926	1.0	0.5	0.5	256.5367	0.0	5.0151	0.0	11772875.0	0.0	15.0	32.3493	-0.4193	173.9993	405.1794	399.0	1508808.425814201	75.0	747.0	203.1728	-0.5189	75.0778	732.7552	732.0	2204257.224250227	570.0	900.0	97.3739	-0.2673	51.4688	958.5941	975.0	1977848.3555383224	820.0	1045.0	68.7926	0.18496954148093492	0.5025375426166105	0.5292856966817212	0.6080040983270841
