onset	duration	conditions
10595	2000	local congruent
16426	2000	global incongruent
21207	2000	local congruent
27987	2000	global incongruent
31752	2000	local incongruent
37483	2000	global incongruent
42214	2000	global congruent
48961	2000	global congruent
55708	2000	local incongruent
60506	2000	global congruent
66237	2000	local incongruent
69968	2000	local incongruent
76732	2000	local congruent
81430	2000	local incongruent
86194	2000	local incongruent
89943	2000	local congruent
95690	2000	local congruent
101421	2000	local incongruent
106186	2000	local congruent
111933	2000	local congruent
118696	2000	local congruent
125460	2000	global congruent
130241	2000	global incongruent
133923	2000	global congruent
137571	2000	global congruent
141320	2000	global incongruent
145085	2000	global incongruent
150849	2000	global congruent
157596	2000	global incongruent
162361	2000	global congruent
167142	2000	local incongruent
170890	2000	local incongruent
176621	2000	global congruent
181352	2000	global incongruent
187116	2000	global congruent
192881	2000	local congruent
196628	2000	local congruent
200377	2000	local congruent
207140	2000	global congruent
211905	2000	global incongruent
216670	2000	local congruent
220401	2000	global incongruent
227232	2000	local incongruent
232962	2000	local incongruent
238710	2000	global incongruent
242442	2000	global congruent
249222	2000	global incongruent
255985	2000	local incongruent
