onset	duration	conditions
10596	2000	global congruent
14394	2000	local congruent
19225	2000	global congruent
25023	2000	local congruent
29804	2000	local incongruent
34602	2000	global congruent
41415	2000	global incongruent
47229	2000	global congruent
52011	2000	local congruent
57742	2000	local incongruent
63539	2000	local incongruent
69236	2000	global congruent
73001	2000	global incongruent
76816	2000	local incongruent
81614	2000	local incongruent
87411	2000	global incongruent
93242	2000	local congruent
100039	2000	global incongruent
104820	2000	local incongruent
111634	2000	local incongruent
116465	2000	global incongruent
123246	2000	global congruent
127044	2000	global congruent
130859	2000	global incongruent
135707	2000	local congruent
142504	2000	global incongruent
148301	2000	local congruent
154099	2000	global incongruent
157830	2000	local congruent
164611	2000	local incongruent
168409	2000	local congruent
173190	2000	global incongruent
179887	2000	global congruent
183669	2000	global incongruent
188450	2000	global congruent
194248	2000	local incongruent
200062	2000	global incongruent
206842	2000	local congruent
213656	2000	local incongruent
217471	2000	global congruent
221286	2000	global congruent
226017	2000	local congruent
232814	2000	local congruent
236612	2000	local incongruent
240327	2000	local incongruent
247224	2000	local congruent
253005	2000	global congruent
257836	2000	global incongruent
