onset	duration	conditions
9613	2000	global incongruent
16410	2000	global congruent
22224	2000	local incongruent
26055	2000	global congruent
29854	2000	global congruent
35668	2000	local incongruent
40483	2000	global congruent
44198	2000	local incongruent
48946	2000	local congruent
52860	2000	global incongruent
56709	2000	global incongruent
60540	2000	local congruent
66355	2000	global incongruent
73185	2000	local congruent
77999	2000	global incongruent
84796	2000	global congruent
89594	2000	local incongruent
95391	2000	global congruent
101222	2000	local congruent
107969	2000	local incongruent
114800	2000	local incongruent
118565	2000	global congruent
125361	2000	global incongruent
130226	2000	global incongruent
135024	2000	global incongruent
140805	2000	global incongruent
145619	2000	global congruent
150434	2000	local incongruent
156248	2000	local incongruent
160080	2000	global incongruent
166876	2000	global congruent
172674	2000	local congruent
176439	2000	local congruent
181237	2000	local congruent
185019	2000	local incongruent
189817	2000	local congruent
193631	2000	local incongruent
200428	2000	local congruent
207242	2000	global incongruent
213056	2000	global congruent
218870	2000	global congruent
225667	2000	global incongruent
229466	2000	local congruent
236296	2000	local incongruent
243076	2000	local congruent
247874	2000	global congruent
252689	2000	local incongruent
258486	2000	local congruent
