onset	duration	conditions
7713	2000	global incongruent
12628	2000	local incongruent
19508	2000	local incongruent
26638	2000	global congruent
30603	2000	global congruent
34385	2000	local incongruent
41315	2000	global incongruent
45097	2000	global congruent
50911	2000	local incongruent
57791	2000	local congruent
61606	2000	local congruent
66470	2000	global congruent
73234	2000	local incongruent
80014	2000	local congruent
86811	2000	global congruent
92775	2000	global congruent
99556	2000	local congruent
103371	2000	local incongruent
107152	2000	local congruent
112034	2000	local congruent
116798	2000	local incongruent
123595	2000	global incongruent
129376	2000	global congruent
133158	2000	global incongruent
139038	2000	local congruent
143819	2000	local congruent
149734	2000	global incongruent
154531	2000	global incongruent
159296	2000	global congruent
163094	2000	global congruent
168875	2000	local incongruent
174673	2000	global incongruent
178471	2000	local congruent
183302	2000	local congruent
187134	2000	local incongruent
190915	2000	global incongruent
196713	2000	global incongruent
201477	2000	global congruent
207191	2000	local congruent
213022	2000	local incongruent
219703	2000	local incongruent
226483	2000	global congruent
231281	2000	global incongruent
238061	2000	global incongruent
243859	2000	local congruent
248640	2000	global incongruent
253438	2000	local incongruent
259235	2000	global congruent
