onset	duration	conditions
9579	2000	global incongruent
14360	2000	global congruent
19141	2000	global incongruent
22906	2000	local incongruent
29670	2000	global congruent
36450	2000	local congruent
42231	2000	global incongruent
48995	2000	global incongruent
54792	2000	global congruent
61573	2000	local incongruent
67337	2000	local incongruent
74117	2000	local congruent
78882	2000	local incongruent
84646	2000	local congruent
88428	2000	global incongruent
94225	2000	global incongruent
101039	2000	global incongruent
104837	2000	global congruent
109601	2000	local incongruent
116365	2000	global congruent
122146	2000	global congruent
128926	2000	local incongruent
133741	2000	global congruent
139622	2000	global congruent
143436	2000	local incongruent
147235	2000	local incongruent
151116	2000	global incongruent
154898	2000	global congruent
158646	2000	global incongruent
164427	2000	local incongruent
170208	2000	local congruent
173990	2000	local congruent
178671	2000	local incongruent
182453	2000	global congruent
187217	2000	local congruent
190982	2000	local congruent
195763	2000	local congruent
202544	2000	local incongruent
206342	2000	local congruent
213106	2000	local congruent
219886	2000	global congruent
224651	2000	global congruent
229432	2000	local congruent
236179	2000	global incongruent
241960	2000	local congruent
246724	2000	global incongruent
252488	2000	local incongruent
257270	2000	global incongruent
