onset	duration	conditions
9696	2000	local incongruent
13594	2000	local incongruent
20507	2000	global congruent
27271	2000	local congruent
31303	2000	global congruent
37200	2000	global congruent
43097	2000	global congruent
47029	2000	global incongruent
51960	2000	local incongruent
57758	2000	local incongruent
61523	2000	global incongruent
67420	2000	local congruent
72334	2000	global incongruent
79331	2000	global incongruent
83130	2000	global congruent
87928	2000	global incongruent
91709	2000	local incongruent
97590	2000	local congruent
103371	2000	local congruent
108235	2000	global congruent
112000	2000	global congruent
115915	2000	global incongruent
122729	2000	global congruent
129559	2000	local congruent
134390	2000	local incongruent
139222	2000	local congruent
146002	2000	global incongruent
150800	2000	local congruent
156631	2000	local incongruent
161462	2000	local incongruent
168259	2000	local congruent
175072	2000	global congruent
181969	2000	local incongruent
187750	2000	global incongruent
192548	2000	global congruent
199329	2000	global incongruent
203210	2000	local congruent
208008	2000	global congruent
214805	2000	local incongruent
219603	2000	local congruent
225417	2000	global incongruent
229165	2000	local congruent
235945	2000	local incongruent
239727	2000	local incongruent
243509	2000	local congruent
248373	2000	global incongruent
254121	2000	global congruent
259902	2000	global incongruent
