onset	duration	conditions
9579	2000	global congruent
13361	2000	local incongruent
18075	2000	local incongruent
22807	2000	local congruent
27471	2000	local congruent
32186	2000	global congruent
38916	2000	local incongruent
44664	2000	local incongruent
51411	2000	global incongruent
58158	2000	global congruent
61906	2000	global incongruent
67637	2000	global congruent
73368	2000	local incongruent
77116	2000	global congruent
82863	2000	global incongruent
88611	2000	global congruent
93359	2000	local incongruent
99123	2000	global incongruent
102771	2000	global incongruent
106486	2000	global congruent
113200	2000	local congruent
117948	2000	global incongruent
122679	2000	local incongruent
126411	2000	local incongruent
130159	2000	local incongruent
134907	2000	global congruent
141621	2000	local incongruent
146335	2000	global incongruent
150084	2000	global congruent
155831	2000	local congruent
159579	2000	local congruent
163311	2000	local congruent
170042	2000	local congruent
175772	2000	local congruent
182486	2000	global incongruent
187217	2000	global congruent
190849	2000	local congruent
196596	2000	global incongruent
203343	2000	local congruent
210107	2000	local incongruent
214822	2000	global incongruent
219553	2000	local congruent
225284	2000	local incongruent
231015	2000	local congruent
237728	2000	global congruent
244475	2000	global incongruent
248124	2000	global incongruent
254837	2000	global congruent
