onset	duration	conditions
9579	2000	global congruent
14377	2000	global congruent
21240	2000	global congruent
27988	2000	local incongruent
31719	2000	global congruent
36467	2000	global incongruent
41232	2000	local incongruent
46030	2000	local congruent
52793	2000	global congruent
59540	2000	local congruent
65288	2000	local congruent
70052	2000	local incongruent
75783	2000	global incongruent
79515	2000	local congruent
86262	2000	global incongruent
93009	2000	local incongruent
96774	2000	local incongruent
103488	2000	local incongruent
109218	2000	local incongruent
114966	2000	local incongruent
118747	2000	global incongruent
124495	2000	global incongruent
130242	2000	local incongruent
134007	2000	global incongruent
138738	2000	global incongruent
145502	2000	local congruent
149267	2000	global congruent
153898	2000	global congruent
157647	2000	local incongruent
164410	2000	local congruent
168076	2000	local incongruent
173823	2000	local congruent
178571	2000	local congruent
183335	2000	local incongruent
190066	2000	global incongruent
193847	2000	global congruent
199595	2000	global incongruent
205359	2000	local congruent
212156	2000	global incongruent
216954	2000	global incongruent
222685	2000	global congruent
227449	2000	local congruent
231198	2000	local congruent
234946	2000	local congruent
239727	2000	global congruent
246474	2000	global congruent
252205	2000	global congruent
255937	2000	global incongruent
