onset	duration	conditions
8596	2000	global congruent
15327	2000	global congruent
21074	2000	global incongruent
25839	2000	local incongruent
32636	2000	global congruent
36284	2000	global incongruent
40032	2000	global congruent
43764	2000	local incongruent
47529	2000	global incongruent
53293	2000	global congruent
59024	2000	local congruent
64771	2000	local incongruent
71552	2000	local incongruent
76283	2000	global incongruent
80031	2000	local incongruent
86695	2000	global incongruent
93476	2000	local congruent
98207	2000	global congruent
104937	2000	local incongruent
108702	2000	local congruent
114449	2000	local congruent
118098	2000	global congruent
124845	2000	local incongruent
128493	2000	global incongruent
132241	2000	local congruent
136973	2000	local incongruent
141704	2000	global incongruent
145452	2000	local congruent
150217	2000	global incongruent
156964	2000	global incongruent
162695	2000	global incongruent
169442	2000	global incongruent
175189	2000	local congruent
181936	2000	local congruent
187650	2000	local incongruent
194397	2000	global congruent
199129	2000	local congruent
202877	2000	global congruent
208608	2000	global incongruent
212339	2000	local incongruent
218054	2000	local incongruent
222768	2000	local congruent
228499	2000	global congruent
233280	2000	local congruent
238944	2000	global congruent
245675	2000	local congruent
250422	2000	local incongruent
255220	2000	global congruent
