onset	duration	conditions
8580	2000	global congruent
13378	2000	local incongruent
20158	2000	global congruent
25989	2000	global congruent
32769	2000	global incongruent
38567	2000	global incongruent
43381	2000	global congruent
49179	2000	local congruent
54993	2000	local congruent
59791	2000	global incongruent
65571	2000	global incongruent
69370	2000	global congruent
75217	2000	local congruent
80048	2000	local congruent
86862	2000	global incongruent
91660	2000	local congruent
96475	2000	local congruent
101272	2000	local incongruent
105071	2000	local incongruent
108986	2000	local incongruent
112784	2000	local incongruent
118598	2000	local incongruent
124329	2000	local incongruent
128044	2000	local congruent
134874	2000	local incongruent
138672	2000	global congruent
145436	2000	local congruent
151267	2000	global congruent
155099	2000	global congruent
160896	2000	local incongruent
166727	2000	global congruent
173540	2000	local incongruent
178322	2000	local incongruent
185102	2000	global congruent
191916	2000	local congruent
195697	2000	global incongruent
199479	2000	global incongruent
203277	2000	global incongruent
207076	2000	local congruent
212890	2000	global incongruent
219687	2000	global incongruent
223468	2000	local congruent
228283	2000	global congruent
235080	2000	local congruent
241893	2000	local incongruent
248674	2000	global congruent
253472	2000	global incongruent
258186	2000	global incongruent
