onset	duration	conditions
7597	2000	global incongruent
13394	2000	local incongruent
18175	2000	local congruent
21957	2000	global congruent
27738	2000	local congruent
34518	2000	global congruent
41299	2000	local congruent
45080	2000	global incongruent
48945	2000	global congruent
53743	2000	local congruent
57525	2000	local congruent
63339	2000	local incongruent
70152	2000	local congruent
76949	2000	global incongruent
80731	2000	local incongruent
87512	2000	local incongruent
93292	2000	global congruent
98073	2000	local congruent
104770	2000	local incongruent
109552	2000	global incongruent
114349	2000	global congruent
118164	2000	global congruent
124961	2000	global congruent
131758	2000	local congruent
137572	2000	global incongruent
142420	2000	global incongruent
149217	2000	global incongruent
155065	2000	global incongruent
161845	2000	local incongruent
166660	2000	global incongruent
171474	2000	global congruent
176289	2000	local incongruent
182086	2000	global congruent
186867	2000	local incongruent
192648	2000	local congruent
198462	2000	global incongruent
204259	2000	local incongruent
209057	2000	global congruent
215871	2000	global incongruent
221668	2000	local congruent
226466	2000	local incongruent
230281	2000	local congruent
234113	2000	global incongruent
237961	2000	local congruent
241759	2000	local incongruent
247557	2000	global congruent
254337	2000	global congruent
258152	2000	local incongruent
