onset	duration	conditions
9595	2000	local congruent
13360	2000	local incongruent
17142	2000	local congruent
21890	2000	local incongruent
27637	2000	local incongruent
31269	2000	local incongruent
37016	2000	local congruent
42764	2000	local incongruent
48495	2000	global incongruent
54226	2000	global incongruent
58990	2000	global incongruent
65704	2000	local incongruent
72451	2000	global incongruent
79198	2000	local congruent
84928	2000	global incongruent
88660	2000	global incongruent
92409	2000	global congruent
96157	2000	local congruent
100921	2000	global incongruent
105669	2000	global congruent
112416	2000	local incongruent
118164	2000	local incongruent
122895	2000	local congruent
126627	2000	global congruent
133374	2000	local congruent
137139	2000	local congruent
141953	2000	local incongruent
146601	2000	global congruent
153331	2000	global incongruent
157963	2000	global congruent
162694	2000	local congruent
169424	2000	local congruent
174156	2000	global incongruent
180903	2000	global incongruent
187650	2000	local incongruent
193397	2000	global congruent
200144	2000	global congruent
205875	2000	global congruent
210623	2000	local incongruent
214354	2000	global incongruent
218103	2000	global congruent
224833	2000	global congruent
228598	2000	local incongruent
234329	2000	local congruent
239077	2000	local congruent
242825	2000	global incongruent
248556	2000	global congruent
255286	2000	global congruent
