onset	duration	conditions
8579	2000	global incongruent
13311	2000	global incongruent
18042	2000	global congruent
24789	2000	global congruent
31503	2000	global congruent
38233	2000	local incongruent
41998	2000	local congruent
48745	2000	local incongruent
54476	2000	local congruent
58224	2000	local congruent
61956	2000	global incongruent
67703	2000	global congruent
71452	2000	global incongruent
76216	2000	local congruent
79964	2000	global congruent
84712	2000	local incongruent
89444	2000	local congruent
93159	2000	global congruent
97940	2000	global congruent
103705	2000	global incongruent
109402	2000	global incongruent
116149	2000	global incongruent
122896	2000	local congruent
127610	2000	local congruent
133358	2000	local incongruent
138089	2000	local incongruent
143836	2000	local congruent
150600	2000	global incongruent
156347	2000	global incongruent
162078	2000	local incongruent
165810	2000	global congruent
170558	2000	global incongruent
174289	2000	global incongruent
180037	2000	local congruent
183768	2000	local incongruent
189499	2000	global congruent
193248	2000	local incongruent
196996	2000	local congruent
203743	2000	local incongruent
208491	2000	global congruent
215221	2000	local congruent
218970	2000	local incongruent
224700	2000	global congruent
231531	2000	global congruent
236278	2000	local incongruent
242026	2000	local incongruent
248756	2000	global incongruent
255487	2000	local congruent
