onset	duration	conditions
9696	2000	local congruent
16510	2000	global incongruent
23423	2000	local congruent
28321	2000	local incongruent
32186	2000	global congruent
36967	2000	global incongruent
40765	2000	global incongruent
47546	2000	global incongruent
54543	2000	local incongruent
58308	2000	local incongruent
64205	2000	global congruent
69136	2000	global congruent
73901	2000	local incongruent
79665	2000	global incongruent
86462	2000	local congruent
92242	2000	local incongruent
97007	2000	global incongruent
100855	2000	local congruent
107785	2000	global congruent
111667	2000	global incongruent
117465	2000	global congruent
122179	2000	local congruent
125961	2000	global congruent
130775	2000	global incongruent
136556	2000	global incongruent
143370	2000	global congruent
148118	2000	local incongruent
153898	2000	local incongruent
158679	2000	local congruent
163477	2000	global congruent
168175	2000	local congruent
175039	2000	global incongruent
181819	2000	local incongruent
187633	2000	local congruent
191432	2000	global incongruent
195246	2000	global congruent
201944	2000	global congruent
207741	2000	local congruent
214455	2000	local congruent
218253	2000	local congruent
223034	2000	global congruent
228815	2000	local incongruent
234562	2000	global congruent
238377	2000	local incongruent
242159	2000	local incongruent
248973	2000	local incongruent
252771	2000	local congruent
258568	2000	global incongruent
