onset	duration	conditions
8580	2000	global incongruent
13295	2000	local congruent
18942	2000	global incongruent
23690	2000	local congruent
27305	2000	local congruent
33019	2000	local congruent
38733	2000	global incongruent
42465	2000	global incongruent
48212	2000	global congruent
53960	2000	global congruent
60690	2000	global incongruent
64405	2000	global congruent
69136	2000	local congruent
72885	2000	global congruent
78632	2000	local congruent
85346	2000	global congruent
89077	2000	global congruent
95808	2000	local congruent
100522	2000	local incongruent
105254	2000	local incongruent
111967	2000	local congruent
118698	2000	local incongruent
125411	2000	local incongruent
131125	2000	global congruent
136873	2000	local incongruent
143603	2000	global congruent
149301	2000	global incongruent
154082	2000	local incongruent
159813	2000	local congruent
163544	2000	local incongruent
170308	2000	global congruent
174939	2000	global congruent
181670	2000	local incongruent
185401	2000	local congruent
189133	2000	global incongruent
192898	2000	local incongruent
196613	2000	global incongruent
200345	2000	local incongruent
206992	2000	global incongruent
213722	2000	local congruent
218454	2000	global congruent
222185	2000	local congruent
226899	2000	global incongruent
232647	2000	local incongruent
239361	2000	global incongruent
245108	2000	local incongruent
249839	2000	global congruent
254554	2000	global incongruent
