onset	duration	conditions
7580	2000	global congruent
14343	2000	global incongruent
18075	2000	local congruent
24822	2000	local congruent
28554	2000	local congruent
34284	2000	global congruent
38016	2000	local incongruent
44746	2000	local incongruent
50477	2000	local incongruent
57241	2000	global incongruent
62888	2000	local congruent
66620	2000	global congruent
71368	2000	global incongruent
77116	2000	local congruent
81847	2000	global congruent
85595	2000	local incongruent
91326	2000	global congruent
95058	2000	local congruent
101788	2000	global incongruent
107519	2000	global congruent
112250	2000	local congruent
117981	2000	local congruent
121712	2000	global congruent
128443	2000	global congruent
133174	2000	global congruent
136906	2000	global incongruent
142653	2000	global incongruent
147401	2000	local congruent
152132	2000	local incongruent
158846	2000	local congruent
165626	2000	local incongruent
171374	2000	local incongruent
175106	2000	local incongruent
181853	2000	global congruent
187583	2000	global incongruent
194297	2000	local congruent
200028	2000	local incongruent
204759	2000	local incongruent
208474	2000	global incongruent
213205	2000	local incongruent
218936	2000	global incongruent
222668	2000	global incongruent
227432	2000	global incongruent
232164	2000	global congruent
236812	2000	local congruent
243542	2000	global congruent
250272	2000	local incongruent
254987	2000	global incongruent
