onset	duration	conditions
9579	2000	local incongruent
15360	2000	global incongruent
22107	2000	local incongruent
28921	2000	local congruent
32702	2000	global congruent
39483	2000	global congruent
45263	2000	global incongruent
52044	2000	global congruent
56808	2000	global congruent
63572	2000	local incongruent
67270	2000	global congruent
71052	2000	global congruent
76866	2000	global congruent
82647	2000	global incongruent
89427	2000	global incongruent
93225	2000	local incongruent
97140	2000	local incongruent
103937	2000	global incongruent
108685	2000	local congruent
112484	2000	global incongruent
117182	2000	global incongruent
122946	2000	global congruent
128710	2000	local congruent
134407	2000	local congruent
139172	2000	local congruent
143936	2000	global incongruent
148684	2000	local incongruent
155365	2000	local incongruent
162128	2000	local congruent
168892	2000	local congruent
172674	2000	local incongruent
178471	2000	global congruent
183269	2000	global incongruent
188150	2000	local congruent
192931	2000	local incongruent
197696	2000	global congruent
201461	2000	global incongruent
205209	2000	local congruent
208958	2000	global incongruent
213756	2000	local incongruent
219553	2000	local incongruent
226333	2000	global incongruent
233130	2000	global congruent
238894	2000	local incongruent
244659	2000	local congruent
248440	2000	local congruent
253205	2000	global congruent
256986	2000	local congruent
