onset	duration	conditions
8579	2000	local incongruent
12344	2000	local congruent
18009	2000	local congruent
22806	2000	local congruent
28487	2000	global incongruent
32285	2000	local congruent
38100	2000	global congruent
43897	2000	global incongruent
48761	2000	global congruent
55525	2000	global congruent
62306	2000	local congruent
66021	2000	local incongruent
70718	2000	local incongruent
77415	2000	global incongruent
81180	2000	local incongruent
86928	2000	local congruent
93692	2000	global congruent
97473	2000	global congruent
102238	2000	local incongruent
109001	2000	global incongruent
114782	2000	global congruent
120563	2000	local incongruent
127243	2000	local congruent
131008	2000	global incongruent
137772	2000	local incongruent
144519	2000	global incongruent
149284	2000	global incongruent
153082	2000	global congruent
158863	2000	global congruent
165626	2000	global congruent
170491	2000	global congruent
175255	2000	global incongruent
181019	2000	local incongruent
186783	2000	local incongruent
191548	2000	local congruent
196329	2000	global incongruent
202077	2000	local congruent
208840	2000	local incongruent
214654	2000	global incongruent
219452	2000	local congruent
223234	2000	local congruent
227066	2000	global congruent
233846	2000	local congruent
238611	2000	global congruent
242359	2000	global incongruent
246140	2000	local incongruent
249922	2000	global incongruent
256819	2000	local incongruent
