onset	duration	conditions
10712	2000	global congruent
17626	2000	local congruent
24406	2000	global congruent
29304	2000	local incongruent
34085	2000	local incongruent
38000	2000	global incongruent
44980	2000	global incongruent
48929	2000	global congruent
53843	2000	local congruent
59657	2000	local congruent
64572	2000	global incongruent
68353	2000	local incongruent
74117	2000	global incongruent
77882	2000	global congruent
84646	2000	global incongruent
88444	2000	global incongruent
94342	2000	local incongruent
98107	2000	local incongruent
103021	2000	global congruent
109701	2000	global congruent
115532	2000	local incongruent
120347	2000	local congruent
126128	2000	global incongruent
129909	2000	global incongruent
136823	2000	local incongruent
141737	2000	global congruent
145636	2000	local congruent
151500	2000	global congruent
155248	2000	local incongruent
162012	2000	local incongruent
166826	2000	local congruent
173656	2000	local congruent
180437	2000	local congruent
186234	2000	global congruent
191015	2000	local incongruent
195797	2000	global incongruent
200578	2000	global congruent
207392	2000	global incongruent
213139	2000	global incongruent
219919	2000	local incongruent
225683	2000	local congruent
229482	2000	global congruent
235163	2000	local incongruent
240927	2000	local congruent
244692	2000	local congruent
249456	2000	global incongruent
253238	2000	local congruent
259019	2000	global congruent
