onset	duration	conditions
8579	2000	global incongruent
14310	2000	local congruent
18042	2000	local incongruent
24772	2000	local incongruent
30503	2000	global congruent
37216	2000	global incongruent
42947	2000	local incongruent
47695	2000	global congruent
52443	2000	global incongruent
58207	2000	local congruent
62938	2000	global incongruent
69652	2000	local congruent
74283	2000	local incongruent
77998	2000	local congruent
84729	2000	local congruent
88460	2000	local incongruent
95157	2000	local congruent
100871	2000	local congruent
107619	2000	global congruent
113383	2000	global incongruent
117114	2000	local congruent
120863	2000	local incongruent
127610	2000	global congruent
133240	2000	global congruent
136889	2000	global incongruent
143536	2000	global incongruent
150333	2000	local incongruent
154065	2000	global incongruent
157879	2000	global congruent
163494	2000	local incongruent
167225	2000	local congruent
171973	2000	local congruent
176704	2000	local incongruent
183418	2000	global congruent
190048	2000	global incongruent
194796	2000	local congruent
200527	2000	local incongruent
205275	2000	global congruent
208990	2000	global congruent
213688	2000	global congruent
220418	2000	local incongruent
225133	2000	local congruent
229748	2000	local incongruent
235478	2000	global congruent
239210	2000	global congruent
244924	2000	global incongruent
250655	2000	global incongruent
254287	2000	global incongruent
