onset	duration	conditions
7580	2000	global congruent
12345	2000	local incongruent
19092	2000	global congruent
22874	2000	local congruent
28621	2000	local incongruent
35368	2000	global congruent
40133	2000	global incongruent
43781	2000	local incongruent
47529	2000	local incongruent
53293	2000	local incongruent
60040	2000	local incongruent
66787	2000	global incongruent
71569	2000	global congruent
77399	2000	global incongruent
83130	2000	global incongruent
86895	2000	local incongruent
93625	2000	local congruent
97390	2000	local congruent
102138	2000	global congruent
106870	2000	local incongruent
112634	2000	global incongruent
117415	2000	global incongruent
124179	2000	global incongruent
127910	2000	global incongruent
134657	2000	local congruent
138406	2000	global incongruent
144153	2000	local congruent
148918	2000	local congruent
154648	2000	local congruent
158380	2000	global congruent
164128	2000	global congruent
169875	2000	global congruent
176605	2000	local incongruent
183336	2000	global congruent
188084	2000	global incongruent
192815	2000	local incongruent
198446	2000	local congruent
205193	2000	local congruent
208924	2000	global incongruent
215671	2000	global incongruent
222402	2000	local incongruent
226150	2000	local congruent
231931	2000	local incongruent
236662	2000	local congruent
241310	2000	local congruent
245058	2000	global congruent
250806	2000	global congruent
255554	2000	global congruent
