onset	duration	conditions
9580	2000	local congruent
14394	2000	local incongruent
18093	2000	global congruent
23890	2000	global congruent
28704	2000	global congruent
33519	2000	local congruent
38333	2000	global incongruent
45214	2000	local congruent
51011	2000	global incongruent
57808	2000	global congruent
63606	2000	local congruent
68387	2000	local congruent
72169	2000	global incongruent
75967	2000	local congruent
81648	2000	local incongruent
87428	2000	global incongruent
92210	2000	local congruent
98990	2000	local incongruent
103871	2000	global incongruent
107636	2000	local incongruent
113433	2000	local incongruent
120130	2000	local congruent
123945	2000	local incongruent
129610	2000	local incongruent
134374	2000	global congruent
140122	2000	global congruent
143887	2000	global congruent
150650	2000	local incongruent
155432	2000	global incongruent
161112	2000	local congruent
167943	2000	global congruent
173740	2000	global congruent
177538	2000	global incongruent
181320	2000	local congruent
188117	2000	global incongruent
192948	2000	local incongruent
196747	2000	global incongruent
203527	2000	global incongruent
210291	2000	global incongruent
214089	2000	global congruent
220869	2000	global congruent
225734	2000	global congruent
