onset	duration	conditions
10595	2000	local incongruent
15310	2000	global incongruent
21074	2000	global incongruent
24823	2000	local incongruent
28554	2000	global congruent
35301	2000	global congruent
39016	2000	global congruent
44780	2000	local incongruent
48528	2000	local congruent
52260	2000	local incongruent
56025	2000	global incongruent
62755	2000	local congruent
68470	2000	global incongruent
74200	2000	local congruent
80914	2000	global incongruent
87644	2000	global incongruent
94358	2000	global incongruent
101089	2000	local incongruent
104820	2000	local incongruent
110568	2000	global incongruent
115299	2000	global incongruent
121030	2000	local incongruent
126760	2000	local congruent
130492	2000	local congruent
136223	2000	global congruent
142953	2000	local incongruent
146685	2000	global incongruent
152416	2000	local incongruent
157130	2000	local incongruent
163877	2000	global congruent
170508	2000	global congruent
175222	2000	local incongruent
179954	2000	local congruent
184668	2000	global congruent
189366	2000	global congruent
195080	2000	local congruent
199812	2000	global incongruent
203527	2000	global congruent
208241	2000	global congruent
214988	2000	local congruent
219719	2000	local congruent
223451	2000	local congruent
228182	2000	local congruent
233913	2000	global congruent
240643	2000	local congruent
244425	2000	global incongruent
249173	2000	local incongruent
254920	2000	global congruent
