onset	duration	conditions
7730	2000	global incongruent
11512	2000	global incongruent
18375	2000	local incongruent
24389	2000	local congruent
29320	2000	global congruent
36201	2000	global incongruent
42081	2000	local incongruent
46180	2000	global congruent
52993	2000	global congruent
58791	2000	global incongruent
65588	2000	local congruent
70536	2000	local incongruent
76300	2000	global incongruent
82080	2000	local incongruent
87844	2000	local congruent
91643	2000	global incongruent
95424	2000	local incongruent
99256	2000	local congruent
106037	2000	global incongruent
112817	2000	global congruent
118698	2000	global congruent
124462	2000	local congruent
131259	2000	local congruent
138022	2000	local incongruent
142804	2000	local congruent
146585	2000	local congruent
150417	2000	global congruent
154199	2000	local incongruent
159013	2000	global congruent
165810	2000	global congruent
169592	2000	global congruent
174390	2000	global congruent
179171	2000	local congruent
183935	2000	local incongruent
188717	2000	global incongruent
194497	2000	global congruent
200295	2000	global incongruent
204210	2000	local incongruent
209008	2000	global incongruent
214788	2000	local incongruent
221552	2000	local incongruent
226333	2000	local incongruent
231131	2000	global incongruent
236912	2000	global congruent
243726	2000	local congruent
247524	2000	local congruent
254304	2000	global incongruent
259102	2000	local congruent
