onset	duration	conditions
8579	2000	local incongruent
12411	2000	global congruent
17259	2000	global congruent
21107	2000	global incongruent
26954	2000	global incongruent
30753	2000	local incongruent
34551	2000	local incongruent
39416	2000	local incongruent
45180	2000	global incongruent
50994	2000	local incongruent
57808	2000	local incongruent
61622	2000	global incongruent
68453	2000	local congruent
74283	2000	local congruent
78099	2000	local congruent
83930	2000	global congruent
88744	2000	local congruent
95557	2000	local congruent
101355	2000	global congruent
106219	2000	local incongruent
112017	2000	local congruent
118847	2000	global congruent
124595	2000	global congruent
129292	2000	global incongruent
134090	2000	global incongruent
140887	2000	global incongruent
146618	2000	global incongruent
151433	2000	global incongruent
158130	2000	global incongruent
161961	2000	global congruent
165793	2000	local congruent
172607	2000	global incongruent
179437	2000	global congruent
185251	2000	local congruent
189083	2000	global congruent
193848	2000	local congruent
200694	2000	global congruent
207424	2000	local incongruent
211239	2000	local congruent
216087	2000	global congruent
222884	2000	local incongruent
227732	2000	global congruent
233546	2000	local incongruent
240360	2000	local congruent
244192	2000	local incongruent
249989	2000	local incongruent
254837	2000	local congruent
258669	2000	global incongruent
