onset	duration	conditions
8597	2000	local incongruent
12412	2000	local congruent
18209	2000	global incongruent
25023	2000	global incongruent
30837	2000	global congruent
34685	2000	global congruent
40433	2000	local incongruent
44248	2000	global incongruent
50095	2000	local congruent
55926	2000	local incongruent
59758	2000	global incongruent
64705	2000	global incongruent
69603	2000	global congruent
76433	2000	local congruent
82247	2000	local incongruent
87162	2000	local congruent
91960	2000	local congruent
95792	2000	global congruent
101622	2000	local congruent
108469	2000	global congruent
115299	2000	local congruent
120147	2000	global congruent
126028	2000	local congruent
129876	2000	global congruent
136607	2000	local incongruent
142437	2000	global incongruent
146336	2000	local incongruent
151367	2000	global congruent
158197	2000	global congruent
162978	2000	global incongruent
169775	2000	local incongruent
174590	2000	local incongruent
180387	2000	global congruent
185319	2000	local congruent
192149	2000	global congruent
196865	2000	local incongruent
200695	2000	global incongruent
204510	2000	local incongruent
208358	2000	local congruent
215138	2000	local congruent
221952	2000	global incongruent
226017	2000	local incongruent
229815	2000	local congruent
234613	2000	global incongruent
241410	2000	global incongruent
248357	2000	local incongruent
254171	2000	global incongruent
259919	2000	global congruent
