onset	duration	conditions
9596	2000	local congruent
14411	2000	local congruent
18175	2000	local congruent
22940	2000	global incongruent
26688	2000	local incongruent
33436	2000	global incongruent
40166	2000	local congruent
43881	2000	local incongruent
47630	2000	local congruent
54393	2000	global congruent
59124	2000	global incongruent
65871	2000	global congruent
71602	2000	global incongruent
77349	2000	local congruent
83097	2000	local incongruent
86812	2000	local congruent
91460	2000	global congruent
96191	2000	local incongruent
99939	2000	global incongruent
103705	2000	global incongruent
107470	2000	local incongruent
112250	2000	local congruent
118914	2000	global incongruent
124645	2000	global congruent
129376	2000	local incongruent
135107	2000	global congruent
139889	2000	global incongruent
143670	2000	global congruent
148418	2000	local incongruent
155165	2000	local congruent
159946	2000	global congruent
163678	2000	global congruent
168476	2000	global congruent
175239	2000	local congruent
180970	2000	local incongruent
187751	2000	global incongruent
194515	2000	local incongruent
201261	2000	global congruent
205009	2000	global congruent
211757	2000	local incongruent
216488	2000	local congruent
222135	2000	global congruent
227900	2000	global incongruent
231648	2000	global incongruent
237379	2000	local incongruent
244109	2000	local incongruent
249823	2000	global incongruent
255571	2000	local congruent
