onset	duration	conditions
8596	2000	local congruent
12578	2000	global congruent
19392	2000	local congruent
23190	2000	global incongruent
28038	2000	local incongruent
33868	2000	global incongruent
40649	2000	global incongruent
46463	2000	local congruent
53260	2000	local incongruent
58191	2000	global congruent
64022	2000	local incongruent
70852	2000	local incongruent
74667	2000	local incongruent
79482	2000	global incongruent
86429	2000	global congruent
90227	2000	global incongruent
95058	2000	local congruent
101105	2000	global congruent
104954	2000	local congruent
108802	2000	global congruent
115616	2000	local incongruent
121546	2000	local incongruent
127427	2000	local congruent
133225	2000	global incongruent
138039	2000	local incongruent
142854	2000	global congruent
147651	2000	global incongruent
152433	2000	local congruent
159196	2000	global congruent
163978	2000	global incongruent
170774	2000	global incongruent
176555	2000	global congruent
180354	2000	local incongruent
186168	2000	global incongruent
191982	2000	global congruent
198779	2000	global incongruent
204593	2000	local congruent
208441	2000	local congruent
212306	2000	local congruent
216122	2000	local incongruent
220969	2000	local incongruent
224767	2000	global congruent
231598	2000	global congruent
237395	2000	local incongruent
242176	2000	global congruent
245942	2000	global incongruent
252772	2000	local congruent
259619	2000	local congruent
