onset	duration	conditions
9579	2000	global congruent
14394	2000	local congruent
20158	2000	global congruent
23906	2000	local incongruent
30587	2000	global incongruent
37318	2000	local congruent
42065	2000	global incongruent
47812	2000	local incongruent
51594	2000	local incongruent
57341	2000	local incongruent
61123	2000	global congruent
66854	2000	local congruent
71585	2000	local congruent
75317	2000	local congruent
82064	2000	local incongruent
85829	2000	global congruent
90610	2000	global incongruent
94393	2000	local congruent
101156	2000	global incongruent
107936	2000	global congruent
113683	2000	local incongruent
119380	2000	local congruent
124095	2000	local incongruent
128743	2000	global congruent
132491	2000	local congruent
136256	2000	global congruent
142021	2000	global incongruent
145769	2000	global incongruent
151516	2000	global congruent
156331	2000	global congruent
163078	2000	global congruent
169842	2000	local congruent
175606	2000	global incongruent
182303	2000	local incongruent
188084	2000	local congruent
191849	2000	global incongruent
196613	2000	local congruent
201378	2000	local incongruent
208125	2000	global congruent
213889	2000	global incongruent
218653	2000	local incongruent
222402	2000	local incongruent
227133	2000	global incongruent
231914	2000	global congruent
235696	2000	global incongruent
242443	2000	global incongruent
249190	2000	local incongruent
255954	2000	local congruent
