onset	duration	conditions
10579	2000	global congruent
16376	2000	global congruent
22190	2000	global incongruent
28004	2000	global congruent
33802	2000	global incongruent
38650	2000	local incongruent
44480	2000	local congruent
51294	2000	local incongruent
58108	2000	local congruent
61940	2000	local congruent
65754	2000	global incongruent
69569	2000	local incongruent
74350	2000	global incongruent
80198	2000	local congruent
85012	2000	global congruent
88827	2000	global congruent
93658	2000	local congruent
98473	2000	local incongruent
105287	2000	global incongruent
109102	2000	local congruent
115832	2000	global incongruent
119647	2000	global congruent
126344	2000	global incongruent
131175	2000	global congruent
136006	2000	global incongruent
141704	2000	local incongruent
147501	2000	global congruent
151449	2000	global incongruent
157147	2000	global incongruent
163927	2000	local congruent
170708	2000	local incongruent
177488	2000	local incongruent
182286	2000	local incongruent
186084	2000	global congruent
189916	2000	global incongruent
195746	2000	local incongruent
202560	2000	local congruent
207358	2000	global congruent
211190	2000	local incongruent
215988	2000	global incongruent
219819	2000	local congruent
224634	2000	local congruent
231398	2000	global congruent
238194	2000	global congruent
242043	2000	local incongruent
247840	2000	local incongruent
253654	2000	local congruent
258485	2000	local congruent
