onset	duration	conditions
11045	2000	global congruent
15943	2000	global incongruent
20691	2000	global incongruent
25472	2000	local incongruent
30254	2000	local incongruent
34135	2000	global congruent
40049	2000	global incongruent
45930	2000	global congruent
52694	2000	global congruent
58491	2000	global incongruent
63472	2000	global congruent
68370	2000	local congruent
72168	2000	local congruent
75867	2000	global congruent
80648	2000	local congruent
86578	2000	local congruent
91343	2000	global incongruent
97124	2000	global congruent
104004	2000	global incongruent
107802	2000	local incongruent
114616	2000	local congruent
121430	2000	global incongruent
128277	2000	local congruent
135074	2000	local incongruent
138889	2000	global incongruent
144653	2000	global congruent
148351	2000	local incongruent
152183	2000	global incongruent
156964	2000	global congruent
162795	2000	local incongruent
168592	2000	local incongruent
172424	2000	global congruent
178204	2000	global incongruent
182003	2000	local congruent
187900	2000	local congruent
194680	2000	local congruent
199428	2000	local incongruent
206208	2000	global congruent
212006	2000	local congruent
215771	2000	global incongruent
219536	2000	local incongruent
226350	2000	local incongruent
231164	2000	local congruent
234946	2000	local congruent
239744	2000	global congruent
245508	2000	local incongruent
252271	2000	global incongruent
259102	2000	local incongruent
