trans_x	trans_y	trans_z	rot_x	rot_y	rot_z	dvars_std	dvars_nstd	dvars_vstd	framewise_displacement	aqi	aor
0.0	-0.0	0.0	-0.0	0.0	-0.0	n/a	n/a	n/a	n/a	0.00874686	0.00525
0.0022	0.0022	0.0031	2.792526803190927e-05	-3.4906585039886588e-06	1.7453292519943294e-06	1.11644149	44.66680527	1.03457078	0.009158062789394612	0.00863141	0.00479
0.006	-0.004	-0.0182	0.0002705260340591211	-4.886921905584123e-05	1.7453292519943296e-05	1.10732532	44.30208206	1.02048188	0.04648436449235067	0.00818509	0.00501
0.0024	0.0087	0.0107	1.2217304763960308e-05	-1.7453292519943296e-05	-2.094395102393195e-05	1.06344378	42.5464592	1.01085899	0.0616060949687467	0.0077861	0.00456
-0.0032	-0.0043	0.0274	-0.00020769418098732522	-6.283185307179586e-05	-4.537856055185256e-05	1.11088336	44.4444313	1.03854754	0.04978623279155293	0.00790352	0.00366
-0.0139	-0.0125	0.0328	-0.00017976891295541595	-0.0002129301687433082	-8.901179185171081e-05	1.12201774	44.88990021	1.04756836	0.035382840750164	0.00634843	0.00174
-0.0215	-0.0091	0.0402	-0.00024085543677521747	-0.00021642082724729686	-8.203047484373349e-05	1.05062258	42.0335083	1.00221099	0.021977924966588368	0.006194	0.00178
-0.0184	-0.0269	0.0293	-0.00011519173063162575	-0.00022689280275926284	3.141592653589793e-05	1.08645844	43.46723557	1.00968958	0.044279104151759445	0.00571269	0.00108
-0.0277	-0.0095	0.0832	-0.0005131268000863328	-0.0002513274122871834	-2.094395102393195e-05	1.09670484	43.87717438	1.02401587	0.10433647782712285	0.00580084	0.001
-0.0249	-0.0268	0.0661	-0.0004258603374866164	-0.00017278759594743863	0.00013264502315156904	1.07975185	43.19891739	1.01460086	0.05316976265574811	0.00600225	0.00079
-0.0207	-0.0262	0.0763	-0.0003961897402027128	-8.726646259971648e-05	0.00017802358370342162	1.04278231	41.71983337	0.99479155	0.02302851455917392	0.00568569	0.00059
-0.0269	-0.0196	0.0817	-0.000593411945678072	-0.0002007128639793479	0.00021118483949131387	1.10837448	44.34405518	1.02685977	0.03539149313214414	0.00607479	0.00083
-0.0217	-0.0137	0.0789	-0.0005550147021341969	-4.363323129985824e-05	0.0002548180707911721	1.05027211	42.01948547	1.00601791	0.02585550537616115	0.00537652	0.00068
-0.0279	-0.0383	0.0756	-0.0005445427266222308	-0.0002129301687433082	0.00018151424220741024	1.09731925	43.90175629	1.02655896	0.04675363707695889	0.00641942	0.00106
-0.0251	-0.0177	0.0732	-0.0006597344572538566	-8.37758040957278e-05	0.00022340214425527416	1.0928266	43.72201538	1.02475905	0.040111699866353503	0.00582659	0.00076
-0.0214	-0.0189	0.0774	-0.00023387411976724014	-0.00015009831567151235	0.00028099800957108706	1.05113232	42.05390167	1.004955	0.03658893571891069	0.00505853	0.00067
-0.023	-0.0235	0.0919	-0.0004921828490624009	-9.250245035569947e-05	0.00027750735106709843	1.10821211	44.33756256	1.02182562	0.03666976265574811	0.00568515	0.00079
-0.0229	-0.0169	0.087	-0.0005585053606381855	-3.316125578789226e-05	0.0002583087292951608	1.1047703	44.19985962	1.02879525	0.01884311639577648	0.00580329	0.00057
-0.0192	-0.0208	0.0885	-0.0003595378259108319	-0.0001239183768915974	0.00028623399732707005	1.06818271	42.73605728	1.00797194	0.024982496193148403	0.00541943	0.00071
-0.0141	-0.0245	0.0515	-0.0003001966313430247	6.108652381980153e-05	0.00028797932657906436	1.05211926	42.0933876	1.00243552	0.05810457122656002	0.00541013	0.00074
-0.012	-0.0171	0.101	-0.0005585053606381855	6.632251157578452e-05	0.0002181661564992912	1.10253513	44.11043549	1.01825798	0.07566789435654586	0.00566697	0.00091
-0.0145	-0.0172	0.0988	-0.0004747295565424576	2.6179938779914945e-05	0.00020943951023931956	1.11541176	44.62560654	1.02339488	0.011432251157578463	0.00582618	0.00094
0.0009	-0.0241	0.066	-0.000153588974175501	0.00015184364492350666	0.0002373647782712288	1.09874678	43.95886993	1.01412098	0.07883647782712286	0.00500399	0.00061
-0.0012	-0.0181	0.0976	-0.00040840704496667313	0.000148352986419518	0.00016406094968746698	1.09862983	43.9541893	1.01234406	0.056280627893946125	0.0051381	0.00071
-0.0122	-0.0303	0.1137	-0.00019024088846738194	-1.3962634015954635e-05	5.061454830783555e-05	1.1133393	44.54269028	1.01985618	0.06399640891571975	0.0054906	0.0007
-0.0045	-0.0271	0.0846	0.0001675516081914556	0.00017802358370342162	0.00011519173063162575	1.15116775	46.05613708	1.03561405	0.07071779483510021	0.00457567	0.00059
-0.0069	-0.0207	0.0759	0.000296705972839036	0.0001605702911834783	7.504915783575618e-05	1.05910122	42.37272263	1.00628991	0.026837511498169663	0.00425565	0.00041
-0.0149	-0.0349	0.0889	-5.585053606381854e-05	2.792526803190927e-05	8.901179185171081e-05	1.08452225	43.38977432	1.0046945	0.06015820830351892	0.00487286	0.00047
-0.0118	-0.0263	0.0937	3.839724354387525e-05	0.00015009831567151235	8.028514559173915e-05	1.07375169	42.9588623	1.00271149	0.027757373675363423	0.00427783	0.0004
-0.0092	-0.0237	0.1099	-8.203047484373349e-05	0.00016929693744344995	3.316125578789226e-05	1.05629671	42.26051712	0.99637283	0.030737511498169657	0.00496364	0.00056
-0.0102	-0.0306	0.094	0.00019896753472735358	0.0001291543646475804	6.806784082777885e-05	1.07418537	42.97621155	1.00729862	0.041602358370342166	0.00443316	0.00058
-0.0054	-0.0112	0.093	8.552113334772214e-05	0.00031415926535897925	9.599310885968811e-05	1.05207253	42.0915184	1.00024192	0.04151882850614698	0.00469452	0.00043
-0.0094	-0.0206	0.1081	-0.00014137166941154068	0.0001884955592153876	1.9198621771937625e-05	1.05689394	42.28441238	1.00844765	0.049967549799530254	0.00510597	0.0005
-0.0099	-0.0266	0.078	0.0002024581932313422	5.4105206811824215e-05	4.537856055185256e-05	1.07016408	42.81532669	1.0110245	0.06182000769131806	0.00408602	0.00037
-0.0117	-0.0235	0.0825	0.00013788101090755203	0.00022340214425527416	6.981317007977319e-05	1.02745402	41.10657501	0.98741459	0.02231543646475804	0.00418311	0.00035
-0.0148	-0.0322	0.1024	2.4434609527920616e-05	0.00022689280275926284	-1.2217304763960308e-05	1.04908848	41.97213364	0.99586738	0.04164837673636768	0.0043484	0.0004
-0.0092	-0.0305	0.0893	0.0001186823891356144	0.0002513274122871834	4.363323129985824e-05	1.06640053	42.66475677	0.99851847	0.029126646259971647	0.00405079	0.00045
-0.0094	-0.0378	0.0802	0.0002530727415391778	0.0001937315469713706	2.268928027592628e-05	1.04515648	41.81481934	1.00428494	0.027246508437165418	0.00415522	0.00037
-0.0127	-0.0364	0.0828	-6.9813170079773176e-06	0.0001937315469713706	5.585053606381854e-05	1.07516754	43.01550674	0.99900098	0.02196076571675237	0.00426453	0.00034
-0.014	-0.037	0.0871	0.00027576202181510406	8.901179185171081e-05	1.2217304763960308e-05	1.06297445	42.52768326	1.00195047	0.02775481626212996	0.00456458	0.00037
-0.0149	-0.0362	0.0693	0.0002652900463031381	0.00021467549799530252	1.7453292519943296e-05	1.04100204	41.64860535	0.98811104	0.026568583470577025	0.00432462	0.00049
-0.0146	-0.0398	0.0765	0.0001884955592153876	0.0001675516081914556	1.5707963267948964e-05	1.0351584	41.414814	0.98774171	0.017383185307179583	0.00417751	0.00036
-0.0217	-0.0426	0.0753	0.00032812189937493397	0.00011344640137963142	-2.094395102393195e-05	1.09760261	43.91309357	1.01344268	0.022619173063162565	0.00467831	0.00053
-0.0116	-0.0468	0.0517	0.00040840704496667313	0.00027750735106709843	-4.886921905584123e-05	1.15825832	46.33982086	1.05736788	0.05151356816555577	0.00452483	0.00057
-0.0237	-0.0405	0.0967	0.00023911010752322313	-0.00011170107212763708	-0.00013439035240356338	1.07868171	43.15610504	1.02451568	0.09560132469929537	0.00410634	0.00034
-0.0274	-0.0384	0.0811	0.00023387411976724014	-9.42477796076938e-05	-0.00010297442586766544	1.0372864	41.49995041	0.98901418	0.024105260340591204	0.00421268	0.00042
-0.0291	-0.0433	0.0969	0.00020769418098732522	-0.00013788101090755203	-0.0001186823891356144	1.05305922	42.13099289	0.99809715	0.0266760566673861	0.00496519	0.00061
-0.026	-0.038	0.0781	0.00027925268031909274	-1.7453292519943294e-06	-0.0001291543646475804	1.08645439	43.46707153	1.0090682	0.03810830782496456	0.00437486	0.00041
-0.0259	-0.0434	0.0831	0.00032812189937493397	-3.665191429188092e-05	-0.00010471975511965978	1.07376659	42.9594574	1.00722901	0.015910520681182413	0.0047121	0.00047
-0.0202	-0.0261	0.0975	0.0001256637061435917	-0.000291469985083053	-2.094395102393195e-05	1.1575135	46.31002045	1.03724815	0.06445260340591212	0.00515234	0.00134
-0.021	-0.0018	0.1174	-0.00013264502315156904	-0.00021467549799530252	1.5707963267948964e-05	1.12163067	44.87441254	1.04820872	0.06358775653373962	0.00511706	0.00065
-0.0179	-0.0246	0.1045	-1.7453292519943296e-05	-0.00016406094968746698	4.0142572795869576e-05	1.03593218	41.44577026	0.99640241	0.04831204442336912	0.0044716	0.00056
-0.0128	-0.0382	0.1004	0.00024085543677521747	1.0471975511965975e-05	6.806784082777885e-05	1.05848837	42.34820175	1.00089442	0.045838346126325126	0.00408512	0.0004
