onset	duration	conditions
8779	2000	global congruent
15676	2000	local congruent
21557	2000	global incongruent
27321	2000	global incongruent
31236	2000	local incongruent
37050	2000	local congruent
43997	2000	global congruent
47795	2000	local incongruent
53609	2000	global congruent
59507	2000	local incongruent
66270	2000	global congruent
70185	2000	global congruent
75033	2000	local incongruent
80930	2000	global incongruent
85878	2000	global incongruent
90576	2000	local congruent
96340	2000	local congruent
100138	2000	global incongruent
103837	2000	global incongruent
110600	2000	local congruent
116398	2000	local incongruent
121212	2000	global incongruent
125011	2000	global incongruent
129792	2000	global congruent
134556	2000	local congruent
139338	2000	local incongruent
144119	2000	global incongruent
150883	2000	global congruent
154797	2000	local congruent
161644	2000	global incongruent
168525	2000	local incongruent
172290	2000	local congruent
178054	2000	local incongruent
183801	2000	global congruent
188599	2000	local congruent
192414	2000	local incongruent
199194	2000	local congruent
205059	2000	global congruent
208857	2000	global congruent
215637	2000	local incongruent
219435	2000	local congruent
224200	2000	local incongruent
230964	2000	global incongruent
237761	2000	global incongruent
244541	2000	local incongruent
248272	2000	global congruent
254053	2000	local congruent
258818	2000	global congruent
