onset	duration	conditions
8596	2000	global congruent
12345	2000	global congruent
17092	2000	local incongruent
21840	2000	global congruent
27638	2000	local incongruent
32286	2000	local incongruent
37050	2000	global incongruent
43781	2000	local congruent
50545	2000	local congruent
54193	2000	local incongruent
60923	2000	global congruent
67703	2000	local incongruent
73434	2000	local congruent
78165	2000	local congruent
83913	2000	global congruent
87661	2000	local congruent
92426	2000	local congruent
96141	2000	global incongruent
101905	2000	global incongruent
106670	2000	global congruent
112400	2000	local congruent
118165	2000	local incongruent
124928	2000	global incongruent
131659	2000	global congruent
138389	2000	global incongruent
145119	2000	global incongruent
148918	2000	global congruent
152666	2000	local congruent
157314	2000	local incongruent
161062	2000	global congruent
166810	2000	local incongruent
173540	2000	local incongruent
177288	2000	global incongruent
182020	2000	global incongruent
187767	2000	global incongruent
193531	2000	global congruent
197263	2000	global incongruent
203011	2000	global incongruent
207758	2000	local congruent
213489	2000	global congruent
219253	2000	local congruent
222902	2000	local incongruent
229632	2000	global congruent
233414	2000	local incongruent
237162	2000	local congruent
243909	2000	local incongruent
248657	2000	global incongruent
255387	2000	local congruent
