onset	duration	conditions
9729	2000	local congruent
13661	2000	local congruent
20624	2000	global congruent
24556	2000	global incongruent
31536	2000	global incongruent
35351	2000	global incongruent
41165	2000	local congruent
48095	2000	local incongruent
53893	2000	local incongruent
59790	2000	global congruent
66704	2000	local congruent
71802	2000	global congruent
75633	2000	local congruent
82464	2000	global incongruent
89261	2000	local incongruent
95358	2000	global incongruent
100306	2000	local incongruent
104420	2000	local incongruent
110218	2000	local incongruent
116032	2000	global congruent
119914	2000	global congruent
125694	2000	local congruent
131409	2000	global congruent
138206	2000	local congruent
144986	2000	global incongruent
150783	2000	local incongruent
155748	2000	global incongruent
160529	2000	local incongruent
164327	2000	global incongruent
171124	2000	local incongruent
176055	2000	local congruent
180853	2000	global congruent
185652	2000	local incongruent
192532	2000	local congruent
196430	2000	local incongruent
203227	2000	global congruent
208025	2000	global congruent
211856	2000	global congruent
217670	2000	global incongruent
222402	2000	global incongruent
228249	2000	global incongruent
231997	2000	local congruent
235829	2000	global congruent
242626	2000	global congruent
247424	2000	local congruent
251355	2000	local incongruent
256187	2000	global incongruent
261001	2000	local congruent
