onset	duration	conditions
7730	2000	global congruent
13727	2000	global incongruent
20674	2000	global congruent
26605	2000	global congruent
32402	2000	global incongruent
38366	2000	local incongruent
44180	2000	local incongruent
50311	2000	global congruent
56042	2000	global incongruent
62822	2000	global congruent
68770	2000	local congruent
74567	2000	local incongruent
79498	2000	local incongruent
86428	2000	global incongruent
93309	2000	local congruent
97357	2000	local congruent
104320	2000	local incongruent
109135	2000	local congruent
113966	2000	local congruent
117915	2000	global incongruent
121729	2000	local congruent
128760	2000	local incongruent
135557	2000	local congruent
139488	2000	local incongruent
143287	2000	global congruent
150000	2000	global incongruent
153765	2000	global congruent
159563	2000	global congruent
166343	2000	global incongruent
173123	2000	local incongruent
178121	2000	global congruent
181936	2000	global incongruent
186984	2000	global incongruent
193781	2000	global congruent
198562	2000	local incongruent
204393	2000	local congruent
209224	2000	global incongruent
212923	2000	local congruent
217737	2000	global incongruent
222518	2000	local congruent
229315	2000	local congruent
233147	2000	local incongruent
238977	2000	local congruent
243775	2000	global congruent
247674	2000	local incongruent
251505	2000	global incongruent
256303	2000	local incongruent
261034	2000	global congruent
