onset	duration	conditions
8579	2000	global congruent
12394	2000	local congruent
19208	2000	global congruent
25955	2000	local incongruent
29787	2000	local congruent
36634	2000	global congruent
42415	2000	global incongruent
49211	2000	global incongruent
54926	2000	global congruent
61739	2000	local congruent
68536	2000	global incongruent
75316	2000	global congruent
79115	2000	local congruent
84912	2000	global incongruent
88727	2000	local incongruent
93458	2000	local congruent
100289	2000	global incongruent
105087	2000	local incongruent
108902	2000	global congruent
114699	2000	global congruent
119530	2000	local incongruent
123362	2000	local incongruent
128276	2000	local congruent
135090	2000	local congruent
140788	2000	global incongruent
144586	2000	local incongruent
149384	2000	local congruent
155198	2000	global congruent
160995	2000	local congruent
167792	2000	local incongruent
172507	2000	global incongruent
178304	2000	local incongruent
184118	2000	local incongruent
190932	2000	local congruent
195697	2000	global incongruent
199495	2000	global incongruent
205276	2000	local congruent
210107	2000	local incongruent
213972	2000	global incongruent
220752	2000	local incongruent
225550	2000	global incongruent
230331	2000	global congruent
234130	2000	global incongruent
237945	2000	global congruent
243792	2000	local incongruent
249590	2000	local congruent
253304	2000	global congruent
258169	2000	global congruent
