onset	duration	conditions
9596	2000	local congruent
15810	2000	local congruent
22574	2000	local incongruent
27305	2000	local congruent
34052	2000	local congruent
39766	2000	global congruent
43498	2000	local incongruent
48229	2000	global incongruent
52961	2000	local congruent
56725	2000	local congruent
63489	2000	global incongruent
67270	2000	global congruent
71036	2000	local congruent
77766	2000	global congruent
84513	2000	global congruent
89244	2000	local incongruent
95958	2000	local congruent
100722	2000	global congruent
104471	2000	global incongruent
108219	2000	global congruent
111967	2000	local incongruent
117732	2000	local incongruent
121496	2000	global incongruent
127244	2000	global incongruent
134008	2000	global incongruent
138772	2000	global congruent
143503	2000	global congruent
149267	2000	local congruent
153016	2000	global congruent
158763	2000	local incongruent
165477	2000	local incongruent
170208	2000	global incongruent
174940	2000	global incongruent
181703	2000	local congruent
185452	2000	local incongruent
192198	2000	local incongruent
195963	2000	global incongruent
201711	2000	global congruent
208441	2000	global incongruent
214072	2000	global incongruent
219820	2000	global congruent
224484	2000	local incongruent
231214	2000	global congruent
235929	2000	local incongruent
239677	2000	local congruent
245441	2000	global incongruent
250089	2000	local congruent
255837	2000	local incongruent
