onset	duration	conditions
10595	2000	global congruent
15360	2000	local incongruent
19058	2000	global congruent
22873	2000	global incongruent
27654	2000	local congruent
33552	2000	local incongruent
39366	2000	global incongruent
46147	2000	local congruent
52960	2000	local congruent
59757	2000	global incongruent
65538	2000	local congruent
69286	2000	local incongruent
76066	2000	local incongruent
82863	2000	local incongruent
88661	2000	local congruent
94441	2000	local congruent
101238	2000	global congruent
104920	2000	global incongruent
108718	2000	global congruent
114549	2000	local incongruent
119314	2000	global congruent
124095	2000	local incongruent
128893	2000	local congruent
135690	2000	local congruent
141504	2000	global congruent
145319	2000	global incongruent
151116	2000	global incongruent
155998	2000	global congruent
159813	2000	local congruent
164577	2000	global congruent
169375	2000	local congruent
175172	2000	global congruent
179970	2000	global incongruent
185768	2000	local incongruent
192565	2000	global congruent
196380	2000	local incongruent
200162	2000	local congruent
206942	2000	local incongruent
210740	2000	local congruent
215538	2000	local incongruent
220336	2000	global incongruent
226150	2000	global congruent
230948	2000	global incongruent
236712	2000	global incongruent
240510	2000	local incongruent
247290	2000	global incongruent
253971	2000	global incongruent
257752	2000	global congruent
