onset	duration	conditions
8579	2000	local incongruent
12327	2000	local incongruent
18991	2000	global congruent
22756	2000	global congruent
28404	2000	global congruent
35134	2000	global incongruent
41898	2000	local incongruent
45629	2000	local incongruent
49394	2000	local congruent
53176	2000	global incongruent
59923	2000	local incongruent
66670	2000	global congruent
71418	2000	global incongruent
78148	2000	global incongruent
83913	2000	global incongruent
88727	2000	local congruent
92475	2000	local congruent
96207	2000	global congruent
100971	2000	local incongruent
105736	2000	local incongruent
111467	2000	local incongruent
117198	2000	global congruent
120929	2000	global incongruent
126660	2000	local congruent
131408	2000	global incongruent
137139	2000	global incongruent
142886	2000	local incongruent
148634	2000	local incongruent
152365	2000	local congruent
157113	2000	global incongruent
160862	2000	local incongruent
167625	2000	local congruent
172390	2000	local congruent
178121	2000	local congruent
184768	2000	local congruent
191515	2000	global incongruent
197296	2000	local congruent
202043	2000	local congruent
207791	2000	global incongruent
214538	2000	local congruent
219202	2000	global congruent
222984	2000	global incongruent
228798	2000	global congruent
232547	2000	global congruent
239277	2000	global congruent
244008	2000	global congruent
248789	2000	global congruent
255520	2000	local incongruent
