onset	duration	conditions
10762	2000	local congruent
15709	2000	local congruent
19674	2000	global congruent
23556	2000	local incongruent
28504	2000	local incongruent
32436	2000	local congruent
39332	2000	global incongruent
45213	2000	local incongruent
48995	2000	local congruent
54926	2000	local congruent
59857	2000	global incongruent
66637	2000	global incongruent
70435	2000	global incongruent
76516	2000	global incongruent
83313	2000	local congruent
88111	2000	local congruent
94042	2000	global congruent
100955	2000	global congruent
107919	2000	local incongruent
114716	2000	global congruent
121513	2000	global congruent
128376	2000	local incongruent
133174	2000	local congruent
137989	2000	global congruent
143769	2000	global incongruent
147584	2000	local incongruent
152383	2000	global incongruent
156181	2000	local congruent
159995	2000	global incongruent
164793	2000	global incongruent
170624	2000	global congruent
174406	2000	global congruent
181203	2000	local incongruent
187083	2000	local congruent
191765	2000	global congruent
197546	2000	local incongruent
204326	2000	global incongruent
210157	2000	global incongruent
214955	2000	local incongruent
218736	2000	local incongruent
224534	2000	local incongruent
230348	2000	local congruent
237162	2000	local congruent
240993	2000	global incongruent
245774	2000	global congruent
251538	2000	global congruent
256370	2000	local incongruent
260135	2000	global congruent
