onset	duration	conditions
8579	2000	local congruent
13360	2000	local incongruent
18142	2000	local congruent
21923	2000	local congruent
25721	2000	local incongruent
29503	2000	global incongruent
35301	2000	local incongruent
42031	2000	global incongruent
46812	2000	local incongruent
52610	2000	global incongruent
59407	2000	local congruent
65171	2000	global congruent
70968	2000	local congruent
77748	2000	local congruent
84529	2000	global incongruent
89293	2000	local congruent
95091	2000	global congruent
99938	2000	global incongruent
103737	2000	global incongruent
108518	2000	local incongruent
113299	2000	global incongruent
117097	2000	local congruent
122878	2000	local incongruent
128676	2000	local congruent
134473	2000	local congruent
141237	2000	global incongruent
148000	2000	global congruent
151815	2000	global incongruent
158612	2000	global congruent
165376	2000	local congruent
171190	2000	global incongruent
176005	2000	global incongruent
179819	2000	global congruent
186583	2000	local incongruent
193347	2000	local incongruent
200127	2000	local incongruent
205908	2000	global incongruent
210656	2000	global congruent
215437	2000	global congruent
221218	2000	local incongruent
224999	2000	global congruent
231763	2000	global congruent
235528	2000	local congruent
240326	2000	global congruent
244108	2000	local incongruent
249888	2000	global congruent
253653	2000	global congruent
257435	2000	local incongruent
