onset	duration	conditions
7580	2000	global congruent
12378	2000	global incongruent
17159	2000	local congruent
22957	2000	local incongruent
29737	2000	local incongruent
34535	2000	global congruent
40332	2000	local incongruent
44014	2000	global congruent
49828	2000	global congruent
56725	2000	global incongruent
63522	2000	global incongruent
69320	2000	global incongruent
73135	2000	global incongruent
79915	2000	local incongruent
83697	2000	global incongruent
89494	2000	local congruent
94292	2000	local incongruent
101089	2000	global congruent
104870	2000	global incongruent
111668	2000	global congruent
116549	2000	local congruent
121346	2000	global incongruent
128127	2000	local congruent
133908	2000	global incongruent
139688	2000	local congruent
144470	2000	global incongruent
150250	2000	local incongruent
156048	2000	local congruent
160829	2000	local incongruent
166593	2000	global congruent
173373	2000	local congruent
177222	2000	local congruent
181003	2000	local incongruent
184835	2000	local incongruent
189633	2000	global congruent
194414	2000	local incongruent
198196	2000	local congruent
203993	2000	global congruent
210773	2000	local incongruent
216471	2000	global incongruent
223251	2000	global incongruent
230065	2000	local congruent
236845	2000	global congruent
240560	2000	local congruent
244325	2000	global congruent
249106	2000	global congruent
252888	2000	local incongruent
257719	2000	local congruent
