trans_x	trans_y	trans_z	rot_x	rot_y	rot_z	dvars_std	dvars_nstd	dvars_vstd	framewise_displacement	aqi	aor
0.0	-0.0	0.0	-0.0	0.0	-0.0	n/a	n/a	n/a	n/a	0.0309801	0.09504
-0.0086	-0.0001	-0.026	0.00011344640137963142	-0.00027576202181510406	-0.00010995574287564276	1.12821054	43.41925812	1.04150335	0.059658208303518895	0.0310905	0.0964
-0.0164	-0.0041	-0.0775	1.5707963267948964e-05	-0.0002495820830351891	-0.00040666171571467877	1.23286223	47.44678497	1.10030297	0.08433121748653169	0.0323247	0.10186
-0.0312	-0.0226	-0.065	0.0005550147021341969	-0.00047822021504644627	-0.0005096361415823442	1.2284292	47.27617645	1.09319537	0.08934596483725851	0.0291385	0.08862
-0.054	-0.0916	-0.1004	0.007197737835224614	-0.0011676252695842063	0.00042236967898262774	2.44862366	94.23544312	2.06296426	0.5404067004096574	0.016775	0.04156
-0.0518	-0.0802	-0.1357	0.00921533845053006	-0.001361356816555577	-1.5707963267948964e-05	2.20895839	85.01190948	1.87864333	0.1813704902263696	0.00892317	0.00974
-0.0215	-0.043	-0.0814	0.007243116395776467	-0.0011623892818282235	-1.7453292519943294e-06	1.4349848	55.22548294	1.23660598	0.23105761117484505	0.0102204	0.00507
-0.0331	-0.0725	-0.0588	0.006852162643329738	-0.0013857914260834976	4.363323129985824e-05	1.15343833	44.39014816	1.03746193	0.0966867228626928	0.0107979	0.0063
-0.0332	-0.0498	-0.0901	0.006928957130417489	-0.001473057888683214	-0.00024609142453120044	1.15408719	44.41511917	1.03159953	0.0767892802759263	0.0100358	0.0069
-0.0445	-0.0777	-0.0989	0.007436847942747837	-0.001520181778487061	-0.0003054326190990077	1.1519084	44.33127213	1.02486547	0.07871779483510012	0.0097822	0.00551
-0.0494	-0.0382	-0.0989	0.006815510729037857	-0.0015812683023068625	-0.00038397243543875244	1.14969802	44.24620438	1.02582716	0.0824481776934763	0.0108437	0.00865
-0.06	-0.0799	-0.0704	0.007566002307395418	-0.001853539665617978	-0.00017627825445142725	1.18327725	45.53850174	1.05252401	0.14232285613280005	0.00967115	0.00535
-0.0581	-0.0583	-0.0816	0.0073181655536122235	-0.0017540558982543013	-0.0002303834612632515	1.19098687	45.83520889	1.05739608	0.05477128639793476	0.0103962	0.00616
-0.0496	-0.0367	-0.0962	0.007234389749516495	-0.001593485607070823	-0.0003316125578789226	1.14861679	44.20459366	1.02415249	0.06197875959474388	0.0100013	0.00693
-0.0442	-0.081	-0.0726	0.007016223593017205	-0.001556833692778942	-0.00019896753472735358	1.12766469	43.39825058	1.02254693	0.092673154697137	0.0103338	0.00596
-0.0477	-0.0639	-0.0366	0.0075276050638515436	-0.0017732545200262388	5.585053606381854e-05	1.15554321	44.47115707	1.03288985	0.10573101844364036	0.00889206	0.00484
-0.0354	-0.0347	-0.0611	0.007951720072086166	-0.0016842427281745281	0.00034906585039886593	1.17575002	45.24881744	1.04370978	0.10631710572106905	0.0094229	0.00411
-0.0375	-0.0763	-0.051	0.007709119306058954	-0.0017086773377024485	0.00024609142453120044	1.16047335	44.66089249	1.0369657	0.07230049007113991	0.00905609	0.00357
-0.0317	-0.0474	-0.0535	0.007141887299160796	-0.0016441001553786586	0.0001884955592153876	1.11467481	42.8983345	1.01105273	0.07167025272688801	0.0101497	0.00483
-0.0385	-0.0592	-0.0407	0.007529350393103537	-0.0017697638615222502	0.00041189770347066176	1.11039507	42.73362732	1.01506463	0.06822644721708034	0.00909132	0.00341
-0.0339	-0.0673	-0.0647	0.008115781021773634	-0.001864011641129944	0.0004014257279586958	1.12103999	43.1432991	1.02940634	0.0712575191894878	0.00767088	0.00225
-0.0267	-0.0713	-0.0766	0.008274605983705116	-0.0017662732030182616	0.00039095375244672985	1.13358736	43.62618256	1.0250525	0.03645176877775655	0.00757265	0.00219
-0.0118	-0.0826	-0.0429	0.01058193125484162	-0.0018936822384138475	0.0008499753457212384	1.25816238	48.42045975	1.11919065	0.20458779499032984	0.00564069	0.00061
0.0121	-0.0753	-0.0728	0.010552260657557717	-0.001595230936322817	0.00102799892942466	1.15095603	44.29462051	1.03098915	0.08640727415391773	0.00588578	0.00048
0.0092	-0.0926	-0.0414	0.010489428804485921	-0.0017889624832941875	0.0010314895879286487	1.11114085	42.7623291	1.00047096	0.06460270292735779	0.00638014	0.00061
0.0127	-0.0825	-0.0514	0.010349802464326372	-0.001689478715930511	0.0011117747335203881	1.12942982	43.46618271	1.01532642	0.03956976265574822	0.00607091	0.0006
0.0131	-0.0944	-0.064	0.010848966630396752	-0.001647590813882647	0.001223475805648025	1.11114872	42.76263046	1.00432479	0.057537657012294005	0.00551462	0.00043
0.0115	-0.0886	-0.0552	0.010681415022205296	-0.0016615534478986017	0.0011955505376161158	1.17048359	45.04613876	1.0103049	0.026671975511965984	0.00614566	0.00077
0.0175	-0.0929	-0.0794	0.010855947947404729	-0.0015917402778188286	0.001165879940332212	1.20091963	46.21747208	1.03546354	0.04820083462815548	0.00504214	0.00065
0.018	-0.0971	-0.0427	0.010800097411340913	-0.0016493361431346415	0.0013316862192716734	1.16192293	44.71667862	1.02979284	0.05536263401595454	0.0055396	0.00068
0.036	-0.0902	-0.152	0.01075122819228507	-0.001450368608407288	0.0012409290981679683	1.22078145	46.98185349	1.07299906	0.15112969374434504	0.00479764	0.00057
0.0271	-0.1182	-0.0926	0.01091703447122453	-0.001609193570338772	0.0013439035240356337	1.16354823	44.77922821	1.03744342	0.11768028333693052	0.00492769	0.00056
0.0263	-0.101	-0.1235	0.011702432634621979	-0.0015638150097869194	0.0013072516097437528	1.14767313	44.16827393	1.03008818	0.09227143191205904	0.00453645	0.0004
0.0167	-0.1205	-0.0988	0.011927580108129249	-0.0017086773377024485	0.0013526301702956054	1.10537386	42.5403862	1.00299984	0.07456941809873258	0.00454748	0.00053
0.0175	-0.0879	-0.0936	0.011601203538006309	-0.001759291886010284	0.0013334315485236678	1.1583668	44.57982254	1.02950276	0.058409487010135645	0.00503814	0.00045
0.0345	-0.1054	-0.1325	0.011889182864585374	-0.0014590952546672592	0.00152367243699105	1.13357747	43.6258049	1.01661253	0.11232084231947356	0.00427097	0.00039
0.0284	-0.1181	-0.0851	0.01177573646320574	-0.0017383479349863521	0.0014311699866353504	1.13498223	43.67986679	1.01499089	0.09046007660272132	0.00443923	0.00045
0.026	-0.0976	-0.1302	0.011742575207417848	-0.0015079644737231008	0.001452113937659282	1.13433278	43.65487289	1.02059401	0.08222443340375371	0.00502121	0.00051
0.0186	-0.1202	-0.0996	0.012269664641520135	-0.0018814649336498872	0.0014154620233674013	1.15156484	44.31805038	1.03409512	0.10746209041604772	0.00421566	0.00048
0.0198	-0.1075	-0.1206	0.012721704917786668	-0.001706932008450454	0.0014416419621473165	1.16980004	45.01983261	1.02560255	0.06753765701229408	0.00425816	0.00066
0.0241	-0.1115	-0.0857	0.012320279189827973	-0.001996656664281513	0.0014695672301792255	1.14372098	44.01617813	1.01681983	0.07915378259108317	0.00469619	0.00054
0.0294	-0.1116	-0.1128	0.012753120844322565	-0.0018500490071139892	0.0016196655458507376	1.11142659	42.77332306	1.01035842	0.0689773813666814	0.00402296	0.0005
0.0199	-0.1135	-0.0633	0.012643165101446923	-0.001970476725501598	0.001481784534943186	1.12456763	43.27906036	1.01316328	0.07931322360854008	0.00446504	0.00049
0.0225	-0.0885	-0.0987	0.012224286080968285	-0.0016283921921107093	0.0015847589608108511	1.15905023	44.60612488	1.03073329	0.1061968989868596	0.00447601	0.00047
0.0168	-0.1246	-0.072	0.012391837689159739	-0.001965240737745615	0.0014800392056911916	1.13029385	43.49943161	1.01782996	0.09895599544730097	0.00421482	0.00043
0.0219	-0.104	-0.1435	0.012627457138178975	-0.0018744836166419098	0.0014835298641951804	1.12984824	43.48228455	1.01491479	0.11369336143134652	0.00432259	0.00056
0.0088	-0.118	-0.071	0.013278464949172859	-0.0022636920398366456	0.0014416419621473165	1.16974056	45.01753998	1.0360189	0.15370520681182415	0.00424606	0.00058
0.0147	-0.0879	-0.1218	0.012952088379049919	-0.0021223203704251047	0.0013857914260834976	1.15909207	44.60773468	1.0335554	0.11297993877991498	0.0046199	0.00034
0.0076	-0.1248	-0.0883	0.01409353370985421	-0.0025062928058638572	0.0013665928043115599	1.19418275	45.95820236	1.05169683	0.15473081940074906	0.00437409	0.00045
0.0135	-0.1049	-0.0856	0.013582152239019872	-0.00238237442897226	0.001308996938995747	1.17301857	45.14369583	1.02840176	0.06314478565208743	0.00490868	0.00058
0.0145	-0.1284	-0.1379	0.013704325286659476	-0.002357939819444339	0.0012322024519079964	1.15721858	44.53563309	1.00935863	0.08797010721276377	0.00370568	0.00037
0.0145	-0.1371	-0.1279	0.01361356816555577	-0.0024242623310201236	0.001265363707695889	1.10218096	42.41750717	0.9910513	0.02821204442336912	0.00429422	0.00045
0.0061	-0.1088	-0.1223	0.013817771688039106	-0.0026162485487395003	0.0011885692206081383	1.11319649	42.84144211	0.99801698	0.0659492113645232	0.00398958	0.00052
0.0133	-0.1293	-0.1586	0.013561208287995941	-0.0023125612588924867	0.0012252211349000194	1.10481	42.51868439	0.99550551	0.09384513020910297	0.004412	0.0004
0.0098	-0.141	-0.1216	0.013817771688039106	-0.002562143341927676	0.001069886831472524	1.09636188	42.19355774	0.99938965	0.08527398932529248	0.00381678	0.00036
0.0124	-0.1175	-0.1623	0.013451252545120298	-0.0021746802479849347	0.0012514010736799342	1.15142953	44.31283951	1.01928647	0.11357482395344796	0.0036028	0.00059
0.0077	-0.1454	-0.1149	0.014337879805133418	-0.0026546457922833754	0.0012339477811599909	1.15933633	44.61713409	1.0215357	0.14920230484157515	0.00452715	0.00062
0.0093	-0.1202	-0.1369	0.0140656084418223	-0.0026930430358272505	0.0010663961729685354	1.14465678	44.05218887	1.02518332	0.07271101075232243	0.00404418	0.0005
-0.0054	-0.135	-0.1328	0.01385965959008697	-0.002712241657599188	0.0010175269539126942	1.11118245	42.76393127	1.00840222	0.04730083462815538	0.00348943	0.0004
-0.0099	-0.1284	-0.1386	0.014114477660878142	-0.002637192499763432	0.0010629055144645468	1.15717781	44.53406525	1.02502298	0.035662289458939046	0.00356847	0.00054
-0.0094	-0.1272	-0.1656	0.014636331107224447	-0.0025987952562195565	0.0010524335389525807	1.12640989	43.34995651	1.00822258	0.05723613327010728	0.00447226	0.00034
-0.0121	-0.1398	-0.1437	0.013817771688039106	-0.0026249751949994717	0.0009791297103688187	1.09726083	42.22815323	0.99619553	0.08310215932745091	0.00352496	0.00038
-0.0153	-0.1519	-0.1423	0.014917329116795535	-0.0029408797896104456	0.001075122819228507	1.13781869	43.78902817	1.01257455	0.09227275661135453	0.00422579	0.0005
-0.0108	-0.1185	-0.1586	0.014149384245918028	-0.0026930430358272505	0.0009232791743050004	1.10158336	42.39450836	1.00106562	0.11258126347921042	0.00387067	0.00033
-0.0132	-0.1505	-0.139	0.013866640907094947	-0.002858849314766712	0.000921533845053006	1.09403348	42.1039505	1.00213976	0.07651474735072683	0.0033955	0.00026
-0.0227	-0.1477	-0.1577	0.014224433403753784	-0.0028780479365386495	0.0007679448708775049	1.10679913	42.59523773	1.00365247	0.05752900463031376	0.00336236	0.00043
-0.014	-0.1316	-0.1687	0.013980087308474581	-0.0028012534494508993	0.0008831366015091308	1.08488178	41.75174713	0.98741332	0.057616615649928905	0.00386775	0.00036
-0.0129	-0.1587	-0.1272	0.014962707677347385	-0.0032602750427254074	0.0009197885158010115	1.13151097	43.54627228	1.02344193	0.14361469382195963	0.00397068	0.00043
-0.0154	-0.1256	-0.1374	0.0142820292690696	-0.003166027263117714	0.000752236907609556	1.10362196	42.47296524	0.99930031	0.09292388980384672	0.00348192	0.0004
-0.005	-0.1282	-0.1854	0.01396787000371062	-0.002879793265790644	0.000890117918517108	1.10557771	42.54822922	0.99921221	0.09791371367968008	0.00334316	0.00034
-0.0153	-0.147	-0.1184	0.014203489452729852	-0.0032498030672134413	0.0007766715171374765	1.1481148	44.18527222	1.02269609	0.13205378259108297	0.00428259	0.00042
-0.0197	-0.143	-0.1409	0.01427853861056561	-0.0032882003107573173	0.0007993607974134029	1.12067413	43.12921906	1.00550115	0.03770678408277806	0.0043875	0.00031
-0.0243	-0.1314	-0.1828	0.014376277048677293	-0.0028640853025226946	0.0007888888219014368	1.0971936	42.22556686	0.99849452	0.08471627109291353	0.00338626	0.00038
-0.0237	-0.1491	-0.141	0.014360569085409343	-0.0031415926535897933	0.0008168140899333463	1.13333392	43.61642838	1.00626118	0.07615702911834793	0.00379401	0.00033
-0.0265	-0.1378	-0.122	0.0144967047670649	-0.003162536604613725	0.0008569566627292158	1.12015879	43.10938644	0.99432306	0.04296111027376792	0.00374502	0.00058
-0.0237	-0.1447	-0.1477	0.014442599560253077	-0.0031328660073298214	0.0008133234314293575	1.15892291	44.60122299	1.01161831	0.04177045176977925	0.00361872	0.00054
-0.0215	-0.1291	-0.1228	0.015112805993018898	-0.0035744343080843866	0.0009564404300928925	1.13032055	43.50046158	0.99775601	0.10544458660919606	0.00467229	0.00039
-0.0284	-0.1354	-0.1238	0.014748032179352085	-0.003569198320328404	0.0009459684545809266	1.11407518	42.87525558	1.00415034	0.03322408884673809	0.00456625	0.00033
