onset	duration	conditions
8580	2000	global congruent
13311	2000	local incongruent
19042	2000	global congruent
22773	2000	local incongruent
29504	2000	global congruent
34218	2000	global congruent
39949	2000	local congruent
44680	2000	global incongruent
49312	2000	global incongruent
55076	2000	local congruent
61839	2000	global incongruent
65571	2000	local incongruent
69319	2000	local congruent
74034	2000	global congruent
80781	2000	global congruent
87495	2000	local incongruent
91226	2000	global congruent
95958	2000	local congruent
102721	2000	global incongruent
109435	2000	global incongruent
115182	2000	global incongruent
121913	2000	local congruent
127627	2000	local incongruent
132375	2000	local incongruent
138022	2000	local incongruent
142720	2000	local congruent
147368	2000	global incongruent
151100	2000	local congruent
154815	2000	global congruent
161545	2000	global congruent
165294	2000	global incongruent
171058	2000	global incongruent
174773	2000	local congruent
178488	2000	global incongruent
182136	2000	global incongruent
185868	2000	local incongruent
191699	2000	local incongruent
198429	2000	local congruent
202177	2000	global congruent
207891	2000	local congruent
212623	2000	local congruent
217337	2000	local incongruent
223085	2000	global congruent
228832	2000	global incongruent
235563	2000	local incongruent
242293	2000	local congruent
248007	2000	global congruent
254771	2000	local incongruent
