onset	duration	conditions
10745	2000	global incongruent
15626	2000	local congruent
20524	2000	global congruent
24489	2000	local congruent
30420	2000	local congruent
35317	2000	local incongruent
41231	2000	global congruent
47029	2000	local incongruent
50960	2000	global incongruent
55858	2000	global incongruent
60639	2000	global incongruent
67620	2000	local incongruent
74417	2000	local incongruent
78315	2000	global congruent
83080	2000	local incongruent
87861	2000	global incongruent
94891	2000	local congruent
99656	2000	local congruent
106702	2000	global congruent
111484	2000	local incongruent
115265	2000	global congruent
122029	2000	global incongruent
125927	2000	global incongruent
132691	2000	global congruent
136473	2000	global incongruent
143236	2000	global incongruent
150000	2000	local congruent
155764	2000	local incongruent
161545	2000	local incongruent
168309	2000	local congruent
172257	2000	local incongruent
179020	2000	global congruent
185801	2000	local incongruent
191565	2000	local congruent
197329	2000	local congruent
203260	2000	global incongruent
207008	2000	local congruent
212789	2000	global incongruent
217553	2000	global congruent
221318	2000	local incongruent
227082	2000	global congruent
230847	2000	global congruent
234529	2000	local incongruent
239294	2000	local congruent
245075	2000	global incongruent
248923	2000	local congruent
254704	2000	global congruent
259468	2000	global congruent
