onset	duration	conditions
7580	2000	global incongruent
11379	2000	global congruent
18176	2000	local congruent
21874	2000	local congruent
28588	2000	global congruent
35401	2000	global incongruent
39183	2000	local incongruent
45947	2000	local incongruent
51711	2000	global incongruent
56459	2000	local incongruent
63222	2000	local incongruent
66971	2000	global incongruent
72718	2000	local incongruent
79565	2000	global incongruent
83347	2000	global congruent
88111	2000	local congruent
91909	2000	local congruent
98673	2000	global incongruent
102471	2000	local congruent
108236	2000	local congruent
113983	2000	local incongruent
117665	2000	local incongruent
123445	2000	local congruent
130209	2000	local incongruent
136973	2000	global congruent
140854	2000	global incongruent
146635	2000	global congruent
153399	2000	local congruent
158163	2000	local congruent
164960	2000	local congruent
171724	2000	global congruent
176489	2000	global incongruent
181253	2000	local congruent
186034	2000	global incongruent
189816	2000	local incongruent
195597	2000	global congruent
201394	2000	global incongruent
207225	2000	global congruent
212023	2000	global congruent
216837	2000	global congruent
221618	2000	local incongruent
227382	2000	local congruent
232180	2000	global congruent
236945	2000	global incongruent
240727	2000	global congruent
246524	2000	global incongruent
252288	2000	local incongruent
257070	2000	local incongruent
