onset	duration	conditions
8580	2000	local incongruent
12345	2000	local congruent
17126	2000	global incongruent
20891	2000	local incongruent
26655	2000	global congruent
31420	2000	local incongruent
36218	2000	global incongruent
43015	2000	local congruent
48812	2000	local incongruent
52627	2000	global incongruent
56409	2000	local congruent
63206	2000	local incongruent
68004	2000	local congruent
71785	2000	global congruent
76600	2000	local incongruent
80398	2000	global incongruent
85079	2000	local congruent
89827	2000	local congruent
94642	2000	global congruent
101439	2000	local incongruent
108236	2000	global congruent
115033	2000	global congruent
120813	2000	local congruent
125595	2000	global congruent
129393	2000	local incongruent
133175	2000	global congruent
139955	2000	global incongruent
143737	2000	local incongruent
150517	2000	local congruent
154315	2000	local congruent
160113	2000	global congruent
165893	2000	global congruent
169659	2000	global incongruent
176456	2000	global congruent
181253	2000	global incongruent
187051	2000	local incongruent
193815	2000	global incongruent
200612	2000	local congruent
207392	2000	local incongruent
212156	2000	global congruent
215938	2000	global congruent
221719	2000	global incongruent
227483	2000	local congruent
233280	2000	global incongruent
239161	2000	global incongruent
245941	2000	global incongruent
251706	2000	local congruent
257420	2000	local incongruent
