onset	duration	conditions
10579	2000	global congruent
14361	2000	local congruent
18142	2000	local congruent
23956	2000	global congruent
27721	2000	local incongruent
32486	2000	global incongruent
39266	2000	global incongruent
45080	2000	global congruent
50844	2000	global congruent
54609	2000	global incongruent
60407	2000	local congruent
64089	2000	global congruent
67870	2000	global congruent
72618	2000	global congruent
76417	2000	global congruent
80098	2000	global incongruent
86862	2000	local congruent
93559	2000	local congruent
100339	2000	local congruent
104121	2000	local congruent
108885	2000	local incongruent
113583	2000	local congruent
117348	2000	local incongruent
122146	2000	global congruent
125928	2000	global incongruent
132708	2000	local incongruent
138472	2000	local incongruent
144253	2000	local incongruent
150017	2000	global incongruent
153782	2000	local incongruent
159546	2000	global incongruent
166343	2000	global incongruent
171224	2000	local congruent
175905	2000	global incongruent
181686	2000	global incongruent
187467	2000	local congruent
194247	2000	global congruent
200028	2000	local congruent
204793	2000	global incongruent
209557	2000	local congruent
214322	2000	local incongruent
219086	2000	local incongruent
224867	2000	local incongruent
231631	2000	local incongruent
238395	2000	global incongruent
245075	2000	global congruent
251872	2000	local incongruent
256636	2000	global congruent
