onset	duration	conditions
9745	2000	local incongruent
16626	2000	global incongruent
23489	2000	local incongruent
27354	2000	local congruent
33135	2000	local incongruent
36950	2000	local incongruent
42797	2000	local congruent
49528	2000	global incongruent
53259	2000	local congruent
56991	2000	local incongruent
62705	2000	local congruent
69569	2000	global congruent
74483	2000	local incongruent
80214	2000	global congruent
85961	2000	global incongruent
92592	2000	global congruent
97340	2000	local incongruent
104370	2000	local congruent
109384	2000	local congruent
116115	2000	global congruent
120963	2000	global incongruent
125827	2000	global congruent
129875	2000	global congruent
134606	2000	global incongruent
140337	2000	global congruent
147084	2000	global incongruent
152815	2000	global incongruent
159512	2000	local congruent
164243	2000	local congruent
167958	2000	global congruent
174705	2000	local incongruent
178470	2000	local incongruent
183185	2000	global congruent
187899	2000	global congruent
193647	2000	global congruent
198378	2000	global incongruent
204109	2000	local congruent
208157	2000	global incongruent
214887	2000	local congruent
218552	2000	global incongruent
225316	2000	local incongruent
229048	2000	global congruent
232796	2000	local congruent
237561	2000	local congruent
243291	2000	global incongruent
248006	2000	local incongruent
253753	2000	local incongruent
257535	2000	global incongruent
