onset	duration	conditions
10578	2000	local incongruent
14376	2000	local incongruent
19174	2000	local congruent
24005	2000	global congruent
29786	2000	global congruent
33551	2000	local congruent
38349	2000	local incongruent
45130	2000	local congruent
49911	2000	local incongruent
53676	2000	global congruent
59440	2000	global incongruent
64321	2000	local incongruent
68069	2000	global incongruent
73750	2000	local congruent
80514	2000	global incongruent
86261	2000	local incongruent
91076	2000	local congruent
95890	2000	local congruent
99689	2000	local incongruent
105436	2000	local congruent
110167	2000	global congruent
116948	2000	global incongruent
120730	2000	local incongruent
127576	2000	local congruent
132374	2000	global incongruent
139171	2000	local congruent
142953	2000	global incongruent
148734	2000	global incongruent
152515	2000	local congruent
156280	2000	global congruent
162061	2000	global incongruent
167825	2000	global congruent
173606	2000	local incongruent
178404	2000	global congruent
185168	2000	local incongruent
189066	2000	global congruent
195830	2000	local incongruent
201510	2000	global congruent
208257	2000	global incongruent
214038	2000	local congruent
220818	2000	global congruent
224600	2000	global incongruent
231447	2000	global congruent
236128	2000	global incongruent
239877	2000	local congruent
245658	2000	local incongruent
252554	2000	global congruent
257319	2000	global incongruent
