trans_x	trans_y	trans_z	rot_x	rot_y	rot_z	dvars_std	dvars_nstd	dvars_vstd	framewise_displacement	aqi	aor
0.0	-0.0	0.0	-0.0	0.0	-0.0	n/a	n/a	n/a	n/a	0.017563	0.02541
0.0011	-0.0155	-0.007	0.00035081117965086024	4.537856055185256e-05	8.552113334772214e-05	1.19000888	49.37807465	1.0546381	0.047685543677521744	0.0180857	0.02553
-0.0055	0.0055	0.026	-6.9813170079773176e-06	1.7453292519943296e-05	2.094395102393195e-05	1.11355746	46.20581055	1.01659455	0.08311474735072685	0.0159312	0.0187
-0.007	-0.0008	0.0349	-8.37758040957278e-05	-5.4105206811824215e-05	-5.759586531581287e-05	1.11584115	46.30056763	1.03329696	0.028044640137963144	0.0148436	0.01606
0.0017	-0.0221	-0.0051	0.0004188790204786391	9.599310885968811e-05	7.504915783575618e-05	1.10280621	45.75969696	1.01982015	0.10926990816987243	0.0165115	0.02198
-0.0122	-0.0094	0.0361	-0.0001675516081914556	-7.853981633974481e-05	-0.00012740903539558605	1.09014189	45.23420334	1.0174838	0.11597108735504348	0.0134878	0.0131
-0.0498	-0.0101	0.1053	-0.0008761552845011534	-0.0006387905062299246	-0.0004799655442984406	1.21536517	50.4302063	1.09399599	0.18857054375513657	0.00896418	0.00384
-0.0612	0.0088	0.1229	-0.0012723450247038664	-0.0007766715171374765	-0.0008325220532012951	1.13360739	47.03775787	1.0341909	0.09223136300065597	0.00786358	0.00166
-0.0663	0.0067	0.13	-0.001387536755335492	-0.0009721483933608416	-0.0008290313946973065	1.06397498	44.14844131	0.99711981	0.030007963267948978	0.0074023	0.00133
-0.0641	0.0078	0.1311	-0.0012147491593880533	-0.0008377580409572782	-0.000705113017805709	1.05935776	43.95685196	0.99769991	0.02595481626212996	0.00695968	0.0011
-0.0819	0.0274	0.1367	-0.0016650441064025902	-0.0011693705988362008	-0.0010349802464326373	1.09944522	45.62023544	1.02283155	0.09858873667601936	0.00765151	0.0013
-0.0791	0.0382	0.164	-0.0017732545200262388	-0.0010105456369047167	-0.0007592182246175333	1.09702766	45.51992416	1.01947798	0.06803986986851185	0.00643188	0.00071
-0.0834	0.0373	0.1625	-0.0017435839227423352	-0.0011222467090323538	-0.0009040805525330626	1.09710395	45.52308655	1.00637233	0.021011699866353498	0.00572586	0.00059
-0.0715	0.0108	0.1433	-0.0010925761117484504	-0.0008709192967451704	-0.0006370451769779302	1.09400535	45.39451599	1.01070906	0.11606852994181002	0.00608039	0.00051
-0.0912	0.0374	0.1635	-0.0013927727430914749	-0.0012199851471440364	-0.0008936085770210966	1.10409701	45.81325912	1.01295915	0.11179129408925285	0.00630134	0.00076
-0.0869	0.0317	0.1525	-0.001228711793404008	-0.001054178868204575	-0.000853466004225227	1.14154172	47.36698151	1.02146327	0.0395004900711399	0.00608838	0.00064
-0.0962	0.0184	0.1607	-0.001281071670963838	-0.0012775810124598492	-0.0010524335389525807	1.04211605	43.24142838	1.00347942	0.05453647782712288	0.00521165	0.00045
-0.0917	0.0264	0.159	-0.0013473941825396225	-0.0010943214410004448	-0.0009651670763528643	1.06743956	44.29219818	0.99081099	0.031042427281745257	0.00494945	0.0003
-0.0957	0.0294	0.1611	-0.0015603243512829306	-0.001069886831472524	-0.0010035643198967395	1.05146301	43.62926865	0.99081985	0.022888101090755186	0.00521767	0.00055
-0.1127	0.0251	0.1809	-0.0016964600329384882	-0.0014364059743913332	-0.0012147491593880533	1.07890511	44.76794815	1.00647086	0.07679198320328404	0.00549352	0.00047
-0.1069	0.0631	0.1884	-0.0018936822384138475	-0.0013334315485236678	-0.0012531464029319286	1.08922172	45.19602203	1.01310538	0.06822969374434501	0.00581425	0.00053
-0.0998	0.0431	0.2032	-0.001864011641129944	-0.0011990411961201044	-0.001192059879112127	1.07035029	44.41297531	1.00528611	0.05315737367536342	0.00519443	0.00036
-0.1059	0.0292	0.2267	-0.001837831702350029	-0.0015463617172669759	-0.0012758356832078548	1.14136004	47.35944366	1.02837417	0.06636381320112572	0.00515634	0.00064
-0.1015	0.0577	0.197	-0.0017523105690023068	-0.001218239817892042	-0.001228711793404008	1.13533485	47.10943604	1.03004073	0.08563834612632515	0.00509018	0.00045
-0.1067	0.0519	0.2313	-0.001853539665617978	-0.0014643312424232424	-0.0013578661580515882	1.10062408	45.66915131	1.01795301	0.06912374428972258	0.00444329	0.00046
-0.1004	0.0502	0.2134	-0.001960004749989632	-0.0012880529879718153	-0.0012636183784438947	1.05389035	43.7299881	0.99032255	0.04474955592153873	0.00467974	0.00034
-0.0897	0.0496	0.1962	-0.001424188669627373	-0.0011222467090323538	-0.0011205013797803594	1.06110299	44.02927017	0.99294065	0.0707369678982628	0.00466937	0.00035
-0.1013	0.0638	0.2309	-0.0019146261894377795	-0.0012601277199399059	-0.0013369222070276565	1.07091701	44.43649292	1.00193877	0.10273696789826275	0.00464618	0.00041
-0.0847	0.0539	0.2194	-0.0016947147036864942	-0.0010175269539126942	-0.0010384709049366262	1.07683635	44.68210602	1.00020399	0.07604817769347634	0.00499231	0.00052
-0.0904	0.0672	0.1913	-0.0016720254234105676	-0.0009180431865490173	-0.001244419756671957	1.07436156	44.57941818	1.01260075	0.0635060949687467	0.00568974	0.00046
-0.0846	0.0533	0.2082	-0.0016039575825827887	-0.0008866272600131194	-0.0011711159280881952	1.06902027	44.35778809	0.99843141	0.04523937979737192	0.00537473	0.00061
-0.076	0.0548	0.1934	-0.0013002702927357754	-0.0006702064327658224	-0.001165879940332212	1.01776361	42.2309494	0.97813198	0.05116720524251468	0.00525337	0.00049
-0.0836	0.0519	0.2233	-0.0016842427281745281	-0.0008307767239493009	-0.0013159782560037243	1.0901643	45.23513412	1.00498456	0.07513205211468718	0.00555295	0.00062
-0.1134	0.0603	0.2624	-0.0018675022996339327	-0.0014172073526193955	-0.0014957471689591403	1.14368629	47.45597076	1.03712134	0.12477295565424577	0.00557691	0.00063
-0.1063	0.0686	0.2444	-0.0016999506914424768	-0.0012461650859239514	-0.001462585913171248	1.10117722	45.69210434	1.00785629	0.05198775653373962	0.00437731	0.0005
-0.1202	0.0634	0.2549	-0.0018709929581379211	-0.0014049900478554352	-0.001609193570338772	1.02612913	42.57806778	0.98464901	0.05342374428972261	0.00483882	0.00038
-0.1179	0.0685	0.2448	-0.0018989182261698304	-0.0012252211349000194	-0.001635373509118687	1.03487718	42.94105911	0.98312781	0.029193705988362025	0.00436968	0.00049
-0.1034	0.0526	0.2352	-0.0013491395117916165	-0.0010873401239924673	-0.0013945180723434693	1.05771112	43.88852692	0.99378826	0.08642575810304919	0.00460249	0.00044
-0.1263	0.054	0.2381	-0.0016859880574265225	-0.001514945790731078	-0.0016004669240788003	1.13219595	46.97919083	1.02324742	0.07572015320544238	0.00489205	0.00058
-0.1231	0.073	0.2447	-0.0016632987771505957	-0.0013997540600994523	-0.0016441001553786586	1.1023078	45.73901749	1.00810182	0.03787571211037053	0.00437909	0.00048
-0.1193	0.0645	0.2642	-0.0018273597268380628	-0.0014381513036433276	-0.0017872171540421933	1.04556298	43.38445663	0.99875118	0.04907875959474384	0.00478089	0.00032
-0.1209	0.0687	0.279	-0.0021938788697568722	-0.0015969762655748114	-0.00182212373908208	1.08068299	44.84172058	1.00618321	0.048612534494509016	0.0056982	0.00064
-0.1306	0.0595	0.2448	-0.001637118838370681	-0.0018291050560900572	-0.001762782544514273	1.14829838	47.64734268	1.03420836	0.09551150082346224	0.00462669	0.00053
